sim,gal_number,r_kpc,r_over_Reff,gtot_tree,gbar_tree,gtot_sph,gbar_sph,gobs,vtot_tree_km_s,vbar_tree_km_s,vtot_sph_km_s,vobs_km_s,rar_residual,stellar_surf_dens_Msun_kpc2,Mstar_Msun,MHI_Msun,R_half_kpc,z_half_kpc,gas_r_half_kpc,morphology_z_over_r
TNG,765946,4.407946076032619,5.596920068656425,5.233919177656561e-11,5.9590965262609705e-12,5.354503405733261e-11,5.716145717635776e-12,2.6714417928474838e-11,84.37807309093502,28.47123509750908,85.34453115753024,60.28218081826017,-0.0379280429864863,202636.8343249417,447267264.0,194621504.0,0.787566379716188,0.2177772055242955,2.299797952712671,0.2765191749332608
TNG,765946,4.791245734818064,6.0836087702787225,4.9841236343389015e-11,5.517661818009158e-12,5.0001572586982696e-11,5.048789136869646e-12,2.222269905107635e-11,85.84531272557173,28.56273055734714,85.98328144554648,57.32190118704036,-0.0881670882955916,120697.55396786008,447267264.0,194621504.0,0.787566379716188,0.2177772055242955,2.299797952712671,0.2765191749332608
TNG,765946,5.174545393603509,6.57029747190102,4.669770023380487e-11,4.955307964499444e-12,4.6706968699315525e-11,4.510246847804055e-12,1.7216864219970976e-11,86.35387048065041,28.12997761835204,86.3624397266341,52.43377047602375,-0.1721550381514056,73465.91672455246,447267264.0,194621504.0,0.787566379716188,0.2177772055242955,2.299797952712671,0.2765191749332608
TNG,765946,5.557845052388955,7.056986173523319,4.3951658007317525e-11,4.486790104366419e-12,4.3958032327228654e-11,4.0504826612322175e-12,1.4026979354009026e-11,86.82380401887525,27.74080470853192,86.83009982957705,49.04935007713664,-0.2356640987889147,70106.3182424628,447267264.0,194621504.0,0.787566379716188,0.2177772055242955,2.299797952712671,0.2765191749332608
TNG,765946,5.9411447111744,7.543674875145617,4.14478814248353e-11,4.030548112370351e-12,,,,87.17344209333795,27.1841076345188,,,,28078.543841460418,447267264.0,194621504.0,0.787566379716188,0.2177772055242955,2.299797952712671,0.2765191749332608
TNG,765946,6.324444369959845,8.030363576767915,3.841917234865897e-11,3.379434787035392e-12,,,,86.59307291852235,25.68213854148703,,,,22746.2618142465,447267264.0,194621504.0,0.787566379716188,0.2177772055242955,2.299797952712671,0.2765191749332608
TNG,765946,6.70774402874529,8.517052278390212,3.658337025360864e-11,3.1114289595862854e-12,,,,87.02179911262958,25.37851150278515,,,,37860.4551784709,447267264.0,194621504.0,0.787566379716188,0.2177772055242955,2.299797952712671,0.2765191749332608
TNG,765946,7.091043687530735,9.00374098001251,3.457405571876348e-11,2.781809088865737e-12,,,,86.98176283983398,24.67270137208115,,,,26683.02052118379,447267264.0,194621504.0,0.787566379716188,0.2177772055242955,2.299797952712671,0.2765191749332608
TNG,765946,7.47434334631618,9.490429681634808,3.291386628887758e-11,2.710262342215249e-12,,,,87.1312477081701,25.00288643438873,,,,15452.978933276305,447267264.0,194621504.0,0.787566379716188,0.2177772055242955,2.299797952712671,0.2765191749332608
TNG,765946,7.857643005101625,9.977118383257103,3.1399089752442214e-11,2.4988775005519493e-12,,,,87.25747406062435,24.61594943270641,,,,12395.251275293984,447267264.0,194621504.0,0.787566379716188,0.2177772055242955,2.299797952712671,0.2765191749332608
TNG,765946,8.240942663887072,10.463807084879404,2.9777419239953653e-11,2.373589378311312e-12,,,,87.02217523732479,24.56909740397728,,,,19031.045287878944,447267264.0,194621504.0,0.787566379716188,0.2177772055242955,2.299797952712671,0.2765191749332608
TNG,765946,8.624242322672515,10.9504957865017,2.7990364250384643e-11,2.178933236576032e-12,,,,86.3103169273029,24.08132605565273,,,,8088.883294087867,447267264.0,194621504.0,0.787566379716188,0.2177772055242955,2.299797952712671,0.2765191749332608
TNG,765946,9.007541981457962,11.437184488124,2.7173207717180462e-11,2.157415727910608e-12,,,,86.91036275660758,24.4888295591133,,,,5848.840129783819,447267264.0,194621504.0,0.787566379716188,0.2177772055242955,2.299797952712671,0.2765191749332608
TNG,765946,9.390841640243403,11.923873189746296,2.5873118826149597e-11,1.940361779499527e-12,,,,86.59137000922048,23.713277037356963,,,,4687.63042897875,447267264.0,194621504.0,0.787566379716188,0.2177772055242955,2.299797952712671,0.2765191749332608
TNG,765946,9.774141299028852,12.410561891368594,2.510476475828282e-11,1.8465957896993466e-12,,,,87.01925192905725,23.6006078088724,,,,8739.242611209807,447267264.0,194621504.0,0.787566379716188,0.2177772055242955,2.299797952712671,0.2765191749332608
TNG,765946,10.157440957814297,12.89725059299089,2.3672910662975264e-11,1.738668266967143e-12,,,,86.14219695475653,23.34524725587402,,,,5820.956106761593,447267264.0,194621504.0,0.787566379716188,0.2177772055242955,2.299797952712671,0.2765191749332608
TNG,765946,10.54074061659974,13.38393929461319,2.2558587329247888e-11,1.7342334054946259e-12,,,,85.66224932063103,23.751295222479246,,,,3936.967845080004,447267264.0,194621504.0,0.787566379716188,0.2177772055242955,2.299797952712671,0.2765191749332608
TNG,765946,10.924040275385188,13.87062799623549,2.210071171493076e-11,1.6510553420336242e-12,,,,86.31628434114623,23.59230763074616,,,,5513.018193031755,447267264.0,194621504.0,0.787566379716188,0.2177772055242955,2.299797952712671,0.2765191749332608
TNG,765946,11.307339934170631,14.357316697857785,2.0931971582329083e-11,1.4959942407323942e-12,,,,85.46400748176566,22.84773463270417,,,,5122.488716629104,447267264.0,194621504.0,0.787566379716188,0.2177772055242955,2.299797952712671,0.2765191749332608
TNG,767065,0.3899565072038643,0.3817564643040467,1.0999287247228932e-11,2.0750987417289443e-12,2.7474791693129227e-10,1.1098357655903859e-10,5.338771583620584e-12,11.505044920702,4.997185030016444,57.50071578826877,8.015427991318656,-1.5269998883332807,74728789.30245432,307936480.0,540054848.0,1.021479774847471,0.19860662764939,4.679478086446371,0.1944303084014034
TNG,767065,1.1698695216115929,1.14526939291214,5.4570532839183406e-11,7.895330419026988e-12,1.1338969796923383e-10,1.998031490775802e-11,2.5911339671066798e-11,44.38597572551592,16.883085859214578,63.98136089555157,30.585219940163185,-0.361999476084458,5505402.227095041,307936480.0,540054848.0,1.021479774847471,0.19860662764939,4.679478086446371,0.1944303084014034
TNG,767065,1.9497825360193213,1.9087823215202333,5.905621323693708e-11,6.23171697124083e-12,7.721790979616004e-11,8.824641197369959e-12,4.4387501592965236e-11,59.61064855667492,19.36399265413429,68.16321554301943,51.67986843606519,0.0772654393388414,2508456.7074602544,307936480.0,540054848.0,1.021479774847471,0.19860662764939,4.679478086446371,0.1944303084014034
TNG,767065,2.72969555042705,2.6722952501283266,5.161136930237906e-11,3.8616659557227995e-12,6.094186148624619e-11,5.7588433841476135e-12,4.36508951982079e-11,65.93678346493428,18.03609102718813,71.64946050185904,60.638946021683246,0.1735331652156269,2107618.720547492,307936480.0,540054848.0,1.021479774847471,0.19860662764939,4.679478086446371,0.1944303084014034
TNG,767065,3.509608564834779,3.43580817873642,4.5950625273285087e-11,3.5849302622252297e-12,5.1074848889175575e-11,4.838681142193843e-12,3.8705474133938377e-11,70.5461007388436,19.70460155036136,74.37566240771642,64.74608266471873,0.1629435921773581,1572110.8486032698,307936480.0,540054848.0,1.021479774847471,0.19860662764939,4.679478086446371,0.1944303084014034
TNG,767065,4.289521579242507,4.199321107344513,4.240449602970968e-11,4.218342388698816e-12,4.49363951738981e-11,4.82458076375722e-12,3.2810840585596086e-11,74.92182408322651,23.630521322115843,77.12612366374375,65.90389273217104,0.0918837234108345,1093835.22966509,307936480.0,540054848.0,1.021479774847471,0.19860662764939,4.679478086446371,0.1944303084014034
TNG,767065,5.069434593650236,4.962834035952606,3.893493078842329e-11,4.800705182956649e-12,4.009871218077594e-11,4.784409995663224e-12,2.5365140593605462e-11,78.04542077752481,27.405027426556494,79.20323773416672,62.99359005621973,-0.0179051732234256,659473.2963536864,307936480.0,540054848.0,1.021479774847471,0.19860662764939,4.679478086446371,0.1944303084014034
TNG,767065,5.849347608057965,5.7263469645607,3.6159662086904105e-11,5.210490206166849e-12,3.607608957465663e-11,4.566235469110316e-12,2.233741406916572e-11,80.79116263807356,30.66838935406295,80.69774602647252,63.49918097336473,-0.062007246379137,304612.3680517911,307936480.0,540054848.0,1.021479774847471,0.19860662764939,4.679478086446371,0.1944303084014034
TNG,767065,6.629260622465694,6.489859893168793,3.3255426500697665e-11,5.071491718399275e-12,3.2607988250222936e-11,4.200835102579334e-12,2.014249013355838e-11,82.48249102932016,32.21056685430836,81.6756332555061,64.19291349338772,-0.0871405607091322,98771.81743145574,307936480.0,540054848.0,1.021479774847471,0.19860662764939,4.679478086446371,0.1944303084014034
TNG,767065,7.4091736368734225,7.253372821776887,3.04549354562632e-11,4.615661562948195e-12,2.960409826958902e-11,3.792277727232994e-12,1.6446564250352054e-11,83.44718464434078,32.48626823322507,82.27327130419684,61.32258307548642,-0.1509961437271325,36799.38451871556,307936480.0,540054848.0,1.021479774847471,0.19860662764939,4.679478086446371,0.1944303084014034
TNG,767065,8.189086651281151,8.016885750384981,2.7645189088802796e-11,4.033282477581642e-12,2.700879458871252e-11,3.395944195130427e-12,1.4058577442464132e-11,83.58444758605222,31.926037096398115,82.61678586068041,59.605506521888,-0.1931470614391095,9547.43892562828,307936480.0,540054848.0,1.021479774847471,0.19860662764939,4.679478086446371,0.1944303084014034
TNG,767065,8.96899966568888,8.780398678993075,2.541343410712247e-11,3.5685081204531294e-12,,,,83.8690342787665,31.42775142418573,,,,6150.208079991348,307936480.0,540054848.0,1.021479774847471,0.19860662764939,4.679478086446371,0.1944303084014034
TNG,767065,9.748912680096607,9.543911607601164,2.376580939327344e-11,3.2575121730743364e-12,,,,84.55754315775475,31.305386842796008,,,,4708.86369059865,307936480.0,540054848.0,1.021479774847471,0.19860662764939,4.679478086446371,0.1944303084014034
TNG,767065,10.528825694504336,10.30742453620926,2.165598377863121e-11,2.886599358855152e-12,,,,83.88356657243489,30.62535871246204,,,,6414.17416427933,307936480.0,540054848.0,1.021479774847471,0.19860662764939,4.679478086446371,0.1944303084014034
TNG,767065,11.308738708912063,11.070937464817352,2.004550585074707e-11,2.577384960649952e-12,,,,83.63990980544214,29.9912585432864,,,,1476.7269744786608,307936480.0,540054848.0,1.021479774847471,0.19860662764939,4.679478086446371,0.1944303084014034
TNG,767065,12.088651723319794,11.834450393425447,1.854823488746074e-11,2.2845898156083258e-12,,,,83.18369106689701,29.193825776555755,,,,821.908362910745,307936480.0,540054848.0,1.021479774847471,0.19860662764939,4.679478086446371,0.1944303084014034
TNG,767065,12.868564737727525,12.59796332203354,1.7326688354608084e-11,2.0846441373138866e-12,,,,82.9508420012924,28.77259157940981,,,,571.7595744949006,307936480.0,540054848.0,1.021479774847471,0.19860662764939,4.679478086446371,0.1944303084014034
TNG,767065,13.648477752135252,13.361476250641632,1.626066454782737e-11,1.869695407308757e-12,,,,82.75785281911567,28.06244450869925,,,,502.6027167997476,307936480.0,540054848.0,1.021479774847471,0.19860662764939,4.679478086446371,0.1944303084014034
TNG,767065,14.42839076654298,14.124989179249727,1.5256861317386324e-11,1.6989975452754262e-12,,,,82.42130908769991,27.50447024147742,,,,568.1598329066122,307936480.0,540054848.0,1.021479774847471,0.19860662764939,4.679478086446371,0.1944303084014034
TNG,767065,15.20830378095071,14.88850210785782,1.4374892351517312e-11,1.583897081526621e-12,,,,82.13734314276606,27.26476944457544,,,,545.6311445481662,307936480.0,540054848.0,1.021479774847471,0.19860662764939,4.679478086446371,0.1944303084014034
TNG,767065,15.988216795358438,15.652015036465915,1.3595129729589596e-11,1.4242737626926165e-12,,,,81.90108462286601,26.509083440074686,,,,611.322802134778,307936480.0,540054848.0,1.021479774847471,0.19860662764939,4.679478086446371,0.1944303084014034
TNG,767065,16.768129809766165,16.415527965074006,1.2804071415283947e-11,1.3017572842259528e-12,,,,81.39810951559642,25.954058717025617,,,,310.91565658375765,307936480.0,540054848.0,1.021479774847471,0.19860662764939,4.679478086446371,0.1944303084014034
TNG,767065,17.548042824173898,17.179040893682103,1.188090984926492e-11,1.166457880722111e-12,,,,80.21159529333056,25.13314486391661,,,,0.0,307936480.0,540054848.0,1.021479774847471,0.19860662764939,4.679478086446371,0.1944303084014034
TNG,767065,18.327955838581623,17.942553822290193,1.1835181121482964e-11,1.136346904483652e-12,,,,81.81678880431407,25.351895868744577,,,,0.0,307936480.0,540054848.0,1.021479774847471,0.19860662764939,4.679478086446371,0.1944303084014034
TNG,767065,19.10786885298935,18.706066750898284,0.0,0.0,,,,0.0,0.0,,,,345.91735066632066,307936480.0,540054848.0,1.021479774847471,0.19860662764939,4.679478086446371,0.1944303084014034
TNG,767065,19.88778186739708,19.46957967950638,1.0108310226094773e-11,9.281656555531773e-13,,,,78.76448103000284,23.86733242477601,,,,0.0,307936480.0,540054848.0,1.021479774847471,0.19860662764939,4.679478086446371,0.1944303084014034
TNG,767065,20.66769488180481,20.23309260811447,9.568950014018432e-12,8.628875712052427e-13,,,,78.12249853023239,23.45962622512692,,,,220.7688659845724,307936480.0,540054848.0,1.021479774847471,0.19860662764939,4.679478086446371,0.1944303084014034
TNG,767065,21.44760789621254,20.99660553672257,9.07013804641894e-12,7.99056434650995e-13,,,,77.48084349627148,22.997261209629205,,,,386.9858582767838,307936480.0,540054848.0,1.021479774847471,0.19860662764939,4.679478086446371,0.1944303084014034
TNG,767065,22.227520910620264,21.76011846533066,8.599003411352493e-12,7.654740939914407e-13,,,,76.80111677760436,22.914412310867057,,,,0.0,307936480.0,540054848.0,1.021479774847471,0.19860662764939,4.679478086446371,0.1944303084014034
TNG,767065,23.007433925028,22.52363139393876,8.164445131919896e-12,6.93142767586609e-13,,,,76.1369350489962,22.18418103293511,,,,0.0,307936480.0,540054848.0,1.021479774847471,0.19860662764939,4.679478086446371,0.1944303084014034
TNG,768450,0.2009389836760566,0.3049255065133096,2.3803036447556568e-11,4.600635458612214e-12,5.104288041736127e-10,2.0126698731087988e-10,3.06972674276215e-10,12.149159740663382,5.341201628002833,56.25973065450635,43.62946829771072,0.0443375286780973,325592241.5709057,490983680.0,189617728.0,0.6589772891540179,0.1503526468634325,2.411267804112679,0.2281605896562115
TNG,768450,0.6028169510281698,0.9147765195399288,6.404121045034292e-11,1.2210516943071304e-11,3.4137611989812836e-10,9.24585655061348e-11,2.4068424065744766e-10,34.51599956726395,15.07154290356258,79.69062956602993,66.91361855338064,0.1821311533563587,77066639.32084045,490983680.0,189617728.0,0.6589772891540179,0.1503526468634325,2.411267804112679,0.2281605896562115
TNG,768450,1.004694918380283,1.524627532566548,9.321741930033764e-11,1.7247802605466617e-11,2.381689383825539e-10,5.1242557453287536e-11,1.7494084270351983e-10,53.76053740706275,23.12501112239219,85.93253509750006,73.64795137359708,0.2142861683919523,30598670.87372577,490983680.0,189617728.0,0.6589772891540179,0.1503526468634325,2.411267804112679,0.2281605896562115
TNG,768450,1.406572885732396,2.134478545593167,1.069259465839738e-10,1.8920198188888e-11,1.7958647673515918e-10,3.348683032930621e-11,1.3565557553339319e-10,68.12721464598746,28.65773894488608,88.29089040088849,76.73577888473142,0.2207381661082426,14265766.910642223,490983680.0,189617728.0,0.6589772891540179,0.1503526468634325,2.411267804112679,0.2281605896562115
TNG,768450,1.8084508530845087,2.7443295586197864,1.07683748356549e-10,1.8006271477662938e-11,1.4629259396939748e-10,2.423131209617768e-11,9.614990614078615e-11,77.52225523435109,31.70028838152934,90.35714217476136,73.25305618295734,0.1572395934295443,7343151.074083533,490983680.0,189617728.0,0.6589772891540179,0.1503526468634325,2.411267804112679,0.2281605896562115
TNG,768450,2.2103288204366223,3.3541805716464053,1.0234008093607139e-10,1.6107339449517502e-11,1.234062658626876e-10,1.8674634974805567e-11,6.805401073649688e-11,83.55054404065982,33.146548273624774,91.74766279406472,68.13233399652363,0.0747871672043203,3552226.461735543,490983680.0,189617728.0,0.6589772891540179,0.1503526468634325,2.411267804112679,0.2281605896562115
TNG,768450,2.612206787788736,3.964031584673025,9.351435774544679e-11,1.3828284462142397e-11,1.0662845525812594e-10,1.4949028551455522e-11,5.5561472776475866e-11,86.82421899562931,33.38765291548615,92.71250094811532,66.92503581043535,0.0434859779126632,1636544.54825588,490983680.0,189617728.0,0.6589772891540179,0.1503526468634325,2.411267804112679,0.2281605896562115
TNG,768450,3.014084755140849,4.573882597699645,8.592053271748882e-11,1.1994957178468656e-11,9.339754012256504e-11,1.2245584040204396e-11,4.46976454127352e-11,89.39725250165043,33.402197685422635,93.20590122478458,64.47895851886582,-0.0008177877991819,745346.381149077,490983680.0,189617728.0,0.6589772891540179,0.1503526468634325,2.411267804112679,0.2281605896562115
TNG,768450,3.415962722492962,5.183733610726264,7.829104684222746e-11,1.0375381606047836e-11,8.313777287940889e-11,1.013578242547988e-11,4.029335892131632e-11,90.84699621564522,33.07170319749422,93.61678347381606,65.17353210875658,0.0011324275571933,380149.9669653942,490983680.0,189617728.0,0.6589772891540179,0.1503526468634325,2.411267804112679,0.2281605896562115
TNG,768450,3.817840689845075,5.793584623752882,7.167053278871707e-11,8.942904820195298e-12,7.456282425981765e-11,8.50352654071038e-12,3.218932574752623e-11,91.89188882575392,32.45982441602908,93.72771659897958,61.583277971204346,-0.0532014418486053,135195.0450762969,490983680.0,189617728.0,0.6589772891540179,0.1503526468634325,2.411267804112679,0.2281605896562115
TNG,768450,4.219718657197188,6.403435636779501,6.585088751463397e-11,7.774684835642028e-12,6.743264802924077e-11,7.2482740130951186e-12,2.1193385034760878e-11,92.6020338177512,31.81860280915424,93.7076002273567,52.53392782133295,-0.1957831382500732,110404.05908383576,490983680.0,189617728.0,0.6589772891540179,0.1503526468634325,2.411267804112679,0.2281605896562115
TNG,768450,4.621596624549301,7.013286649806121,5.989182761903297e-11,6.720740927161322e-12,6.112733042157439e-11,6.288119183172492e-12,1.8205734945907197e-11,92.42251077339245,30.960114398770088,93.37093210048636,50.95632364616271,-0.2274027223385655,65971.55538919073,490983680.0,189617728.0,0.6589772891540179,0.1503526468634325,2.411267804112679,0.2281605896562115
TNG,768450,5.023474591901415,7.623137662832741,5.5398469090080317e-11,5.885919823110121e-12,5.611446744533149e-11,5.522544160047486e-12,1.4286220687414269e-11,92.6720878515494,30.206975047277552,93.26903613063554,47.06073905533069,-0.3014940308844664,34848.41162003313,490983680.0,189617728.0,0.6589772891540179,0.1503526468634325,2.411267804112679,0.2281605896562115
TNG,768450,5.425352559253527,8.232988675859358,5.132767202392209e-11,5.273951830585555e-12,5.1880983470730616e-11,4.909255106884679e-12,1.1730060866271364e-11,92.70170613150698,29.71529342234836,93.20002817720676,44.31615538117032,-0.3589790369499628,23654.777847501296,490983680.0,189617728.0,0.6589772891540179,0.1503526468634325,2.411267804112679,0.2281605896562115
TNG,768450,5.827230526605641,8.842839688885979,4.777285586573079e-11,4.647214721624175e-12,,,,92.68717863434676,28.90849150971372,,,,34194.061831957835,490983680.0,189617728.0,0.6589772891540179,0.1503526468634325,2.411267804112679,0.2281605896562115
TNG,768450,6.229108493957755,9.4526907019126,4.363561108827493e-11,3.8865286073084776e-12,,,,91.58649513954371,27.33328582485602,,,,17382.238234145105,490983680.0,189617728.0,0.6589772891540179,0.1503526468634325,2.411267804112679,0.2281605896562115
TNG,768450,6.630986461309867,10.062541714939217,4.1094498085227394e-11,3.6236493419063417e-12,,,,91.70201352805856,27.23078202634724,,,,18490.7259481478,490983680.0,189617728.0,0.6589772891540179,0.1503526468634325,2.411267804112679,0.2281605896562115
TNG,768450,7.032864428661981,10.672392727965835,3.8193876081954394e-11,3.189720180751678e-12,,,,91.046016924553,26.31118309295276,,,,8734.737310838553,490983680.0,189617728.0,0.6589772891540179,0.1503526468634325,2.411267804112679,0.2281605896562115
TNG,768450,7.434742396014094,11.282243740992456,3.6083399101186966e-11,3.174712873655848e-12,,,,90.98811010782704,26.988773595137577,,,,5398.729847511971,490983680.0,189617728.0,0.6589772891540179,0.1503526468634325,2.411267804112679,0.2281605896562115
TNG,768450,7.836620363366206,11.892094754019071,3.424710813966077e-11,2.789860133684419e-12,,,,91.0068992666988,25.9748818343603,,,,6483.170532596832,490983680.0,189617728.0,0.6589772891540179,0.1503526468634325,2.411267804112679,0.2281605896562115
TNG,768450,8.23849833071832,12.501945767045694,3.275845412724549e-11,2.620340765831565e-12,,,,91.26067769428832,25.81076499366459,,,,2701.5124766764748,490983680.0,189617728.0,0.6589772891540179,0.1503526468634325,2.411267804112679,0.2281605896562115
TNG,768450,8.640376298070432,13.11179678007231,3.0735207389543275e-11,2.4618029926317e-12,,,,90.527882747523,25.62069679922348,,,,10710.155384047614,490983680.0,189617728.0,0.6589772891540179,0.1503526468634325,2.411267804112679,0.2281605896562115
TNG,768450,9.042254265422546,13.721647793098931,2.9050031718552525e-11,2.2154720064409323e-12,,,,90.03463823162457,24.863911531315512,,,,5038.472116013605,490983680.0,189617728.0,0.6589772891540179,0.1503526468634325,2.411267804112679,0.2281605896562115
TNG,768450,9.44413223277466,14.331498806125552,2.74790382553958e-11,1.937365666404681e-12,,,,89.49108114437153,23.762098400278514,,,,1218.121214265216,490983680.0,189617728.0,0.6589772891540179,0.1503526468634325,2.411267804112679,0.2281605896562115
TNG,768450,9.846010200126774,14.941349819152173,2.6055525780603523e-11,1.916181420799216e-12,,,,88.97705397800813,24.12939395001312,,,,10773.538502019805,490983680.0,189617728.0,0.6589772891540179,0.1503526468634325,2.411267804112679,0.2281605896562115
TNG,768450,10.247888167478886,15.55120083217879,2.467300977776998e-11,1.832098653926681e-12,,,,88.33365790792668,24.070747510987147,,,,1058.7794318057297,490983680.0,189617728.0,0.6589772891540179,0.1503526468634325,2.411267804112679,0.2281605896562115
TNG,768450,10.649766134831,16.16105184520541,2.4568013051341765e-11,1.7855963258543557e-12,,,,89.85722726718777,24.22476864841056,,,,2571.024756120524,490983680.0,189617728.0,0.6589772891540179,0.1503526468634325,2.411267804112679,0.2281605896562115
TNG,768450,11.051644102183111,16.770902858232027,2.3328292313674043e-11,1.5255371352396156e-12,,,,89.19754072423892,22.80986937480424,,,,2185.986402157916,490983680.0,189617728.0,0.6589772891540179,0.1503526468634325,2.411267804112679,0.2281605896562115
