,mean_acc_obs,mean_acc_bar,mean_vtheta,mean_r,total_mean_acc_bar
0,3.9970851430631286e-11,4.1381223860967016e-11,5.619976672794999e-16,0.18476733765074868,1.3876500762157706e-10
1,6.68293141975383e-11,2.7285969857710782e-11,1.0740325412217327e-15,0.554302012952246,1.3671512729101685e-10
2,6.704840457760494e-11,1.6709023544263434e-11,1.3692161910492677e-15,0.9238366882537434,1.0167178130069002e-10
3,5.595433903297584e-11,1.1749270305559446e-11,1.4773963447267624e-15,1.2933713635552406,8.35590299904144e-11
4,4.664871924345867e-11,9.144419009081204e-12,1.5422284542400184e-15,1.6629060388567383,7.109529565716553e-11
5,4.218727225434491e-11,7.47253394984879e-12,1.637515657267521e-15,2.0324407141582355,6.352173804472042e-11
6,3.789008598938014e-11,6.275698297608664e-12,1.6892652922057618e-15,2.401975389459733,5.61581142732343e-11
7,3.554787567711071e-11,5.348950641449368e-12,1.7755599505571823e-15,2.7715100647612303,5.0884546301756434e-11
8,3.0404018412090556e-11,4.590644425354021e-12,1.7370230260944226e-15,3.1410447400627275,4.5846985276865325e-11
9,2.8766305345989495e-11,4.011568038314059e-12,1.781402403441363e-15,3.5105794153642247,4.2144600387370176e-11
10,2.5380604606570387e-11,3.5348535517395257e-12,1.7595991350398684e-15,3.8801140906657223,3.8854339066593905e-11
11,2.71202244810271e-11,3.1537730787278283e-12,1.924250734463738e-15,4.249648765967219,3.600173980213224e-11
12,2.5561380584656106e-11,2.8445675024700187e-12,1.9357533999627746e-15,4.619183441268717,3.341646085572538e-11
13,,,,4.988718116570214,
14,,,,5.3582527918717116,
15,,,,5.72778746717321,
16,,,,6.097322142474706,
17,,,,6.466856817776204,
18,,,,6.836391493077701,
19,,,,7.205926168379198,
20,,,,7.5754608436806965,
21,,,,7.944995518982193,
22,,,,8.314530194283691,
23,,,,8.684064869585189,
24,,,,9.053599544886685,
25,,,,9.423134220188182,
26,,,,9.79266889548968,
27,,,,10.162203570791178,
28,,,,10.531738246092676,
29,,,,10.901272921394172,
