,mean_acc_obs,mean_acc_bar,mean_vtheta,mean_r,total_mean_acc_bar
0,2.423731493296132e-10,1.813992486954849e-10,1.3871034511026122e-15,0.41784243368594143,3.4702849202266286e-10
1,1.1225452585934734e-10,7.884098250281012e-11,1.970964942048035e-15,1.2535273010578243,2.1189527703389817e-10
2,8.571713956750746e-11,4.11344782623212e-11,2.2393609223974733e-15,2.0892121684297074,1.386581264374387e-10
3,5.948822231918478e-11,2.5591355298070652e-11,2.2956758629182854e-15,2.9248970358015898,1.0163460123840281e-10
4,3.0121115322606597e-11,1.7365482359319258e-11,1.8652764587363873e-15,3.760581903173473,7.916207639896049e-11
5,2.2345214274157684e-11,1.2593407848168014e-11,1.791743245247753e-15,4.5962667705453555,6.09540232202436e-11
6,1.953770690782354e-11,9.484151253324072e-12,1.8274145808096042e-15,5.431951637917239,4.5890738322570527e-11
7,2.0471435537873834e-11,7.580833681050592e-12,2.007806766454528e-15,6.267636505289121,3.537652650916519e-11
8,1.909686271699062e-11,6.184756911590234e-12,2.083890821352862e-15,7.1033213726610045,2.79766716319747e-11
9,1.614925319482543e-11,5.057272283479156e-12,2.0186386845440446e-15,7.939006240032888,2.25745345989421e-11
10,1.3305350618563275e-11,4.163675815612149e-12,1.9022761232054887e-15,8.77469110740477,1.8527644458665914e-11
11,,,,9.610375974776652,
12,,,,10.446060842148537,
13,,,,11.281745709520418,
14,,,,12.1174305768923,
15,,,,12.953115444264185,
16,,,,13.788800311636066,
17,,,,14.624485179007952,
18,,,,15.460170046379833,
19,,,,16.295854913751718,
20,,,,17.1315397811236,
21,,,,17.96722464849548,
22,,,,18.802909515867363,
23,,,,19.638594383239248,
24,,,,20.47427925061113,
25,,,,21.309964117983014,
26,,,,22.145648985354896,
27,,,,22.981333852726777,
28,,,,23.81701872009866,
29,,,,24.652703587470544,
