,mean_acc_obs,mean_acc_bar,mean_vtheta,mean_r,total_mean_acc_bar
0,1.0999279632112498e-10,9.601384652681017e-11,1.584824564464849e-15,0.5673218476180484,2.73758685038461e-10
1,8.905673929382957e-11,2.7080096395818003e-11,2.239750350148717e-15,1.7019655428541451,1.377808291530742e-10
2,6.390143484345276e-11,1.3600208477440264e-11,2.4139449272351496e-15,2.836609238090242,9.581499211532927e-11
3,5.388064092121753e-11,9.448918726538812e-12,2.6340731276295002e-15,3.9712529333263387,7.593220228638135e-11
4,4.4626672607419484e-11,7.820247954157377e-12,2.6968631262223357e-15,5.105896628562435,6.370958503652453e-11
5,3.8113750900070674e-11,6.727362633313251e-12,2.756682290916148e-15,6.240540323798532,5.4518676823171075e-11
6,3.3619075003056625e-11,5.947815274145134e-12,2.8225614940917233e-15,7.375184019034629,4.749749337764526e-11
7,3.0484434521543943e-11,5.570158617574476e-12,2.8655328248128303e-15,8.509827714270726,4.208754118080145e-11
8,2.4707896728532237e-11,5.015669617405213e-12,2.739540034243275e-15,9.644471409506822,3.748636495787702e-11
9,1.9466209355785523e-11,4.4301541900258615e-12,2.5854172221318077e-15,10.77911510474292,3.370931243406762e-11
10,1.717775605380152e-11,3.951576065498626e-12,2.5309005545604e-15,11.913758799979016,3.050290516439038e-11
11,1.2022916412016562e-11,3.5278308404441725e-12,2.230001477028919e-15,13.048402495215113,2.782384019376168e-11
12,8.160046424267658e-12,3.144811639997069e-12,1.952001889450547e-15,14.18304619045121,2.5489520672261718e-11
13,9.026382077777373e-12,2.8073712861425723e-12,2.08017187048334e-15,15.317689885687306,2.343342722075074e-11
14,,,,16.4523335809234,
15,,,,17.5869772761595,
16,,,,18.721620971395595,
17,,,,19.856264666631695,
18,,,,20.99090836186779,
19,,,,22.12555205710389,
20,,,,23.260195752339982,
21,,,,24.394839447576082,
22,,,,25.529483142812175,
23,,,,26.664126838048276,
24,,,,27.79877053328437,
25,,,,28.93341422852047,
26,,,,30.068057923756562,
27,,,,31.202701618992663,
28,,,,32.337345314228756,
29,,,,33.47198900946485,
