,mean_acc_obs,mean_acc_bar,mean_vtheta,mean_r,total_mean_acc_bar,g_obs
0,2.933758616334832e-10,1.76735171463522e-10,2.207554991607157e-15,0.355577578711077,3.6724775427453327e-10,4.229457013275939e-10
1,2.1555102870882068e-10,7.959383645134126e-11,2.705892058079673e-15,1.0667327361332308,2.4133108123360607e-10,2.1181720577188745e-10
2,1.1230128109104365e-10,4.1478365660709766e-11,2.510717975317022e-15,1.7778878935553848,1.5771088623613613e-10,1.094176575131164e-10
3,7.970995399573402e-11,2.8519434125892096e-11,2.5184843896724222e-15,2.4890430509775388,1.1917896146909972e-10,7.863973476389536e-11
4,7.088910491786795e-11,2.2289820615091285e-11,2.6948535427432103e-15,3.200198208399693,9.833805325981592e-11,7.003084701044766e-11
5,6.337867973769549e-11,1.810300595477836e-11,2.823086332015743e-15,3.9113533658218467,8.355480432366982e-11,6.288067384201603e-11
6,5.462624689752936e-11,1.5193865720432014e-11,2.8460650491599107e-15,4.622508523244001,7.224841526018797e-11,5.4076409129722254e-11
7,4.598799876402377e-11,1.2820575463562461e-11,2.806912704810822e-15,5.333663680666154,6.311016430813114e-11,4.5585645292200635e-11
8,3.807046048175654e-11,1.0889263664532464e-11,2.71670158323806e-15,6.044818838088309,5.562476859778057e-11,3.7678751491998765e-11
9,3.2676062466945135e-11,9.308764173965147e-12,2.6370565612853713e-15,6.7559739955104625,4.956922494157086e-11,3.1764852447557675e-11
10,2.5660232146477172e-11,7.976513361536895e-12,2.4661471543993015e-15,7.467129152932617,4.45233751647216e-11,2.5135077766505772e-11
11,2.1115781300007585e-11,6.891404201848672e-12,2.3341203995299005e-15,8.178284310354769,4.023223162254934e-11,2.0557969901602348e-11
12,1.3955501671873165e-11,6.020631138794174e-12,2.0239218950350235e-15,8.889439467776924,3.651613902983842e-11,1.4220309282073496e-11
13,1.6209676461243472e-11,5.312861361111897e-12,2.2394406007188864e-15,9.60059462519908,3.3497475360508967e-11,1.6120439741700185e-11
14,6.856512915909679e-12,4.2141248218110796e-12,1.578044353562958e-15,10.311749782621233,2.8472181861797082e-11,6.971693260235428e-12
15,6.864399962708713e-12,3.782157416225487e-12,1.599440041490675e-15,11.022904940043386,2.6387121196826843e-11,6.727962188518267e-12
16,,,,11.734060097465541,,
17,,,,12.445215254887694,,
18,,,,13.156370412309847,,
19,,,,13.867525569732003,,
20,,,,14.578680727154158,,
21,,,,15.28983588457631,,
22,,,,16.000991041998464,,
23,,,,16.712146199420616,,
24,,,,17.42330135684277,,
25,,,,18.134456514264926,,
26,,,,18.84561167168708,,
27,,,,19.556766829109236,,
28,,,,20.267921986531388,,
29,,,,20.979077143953543,,
