,mean_acc_obs,mean_acc_bar,mean_vtheta,mean_r,total_mean_acc_bar
0,,,,0.031433972883002835,
1,,,,0.0943019186490085,
2,,,,0.15716986441501418,
3,,,,0.22003781018101984,
4,,,,0.2829057559470255,
5,,,,0.3457737017130312,
6,,,,0.40864164747903686,
7,,,,0.4715095932450425,
8,,,,0.5343775390110481,
9,,,,0.5972454847770539,
10,,,,0.6601134305430596,
11,,,,0.7229813763090651,
12,,,,0.7858493220750709,
13,,,,0.8487172678410766,
14,,,,0.9115852136070822,
15,,,,0.9744531593730879,
16,,,,1.0373211051390936,
17,,,,1.100189050905099,
18,,,,1.1630569966711048,
19,,,,1.2259249424371106,
20,,,,1.2887928882031163,
21,,,,1.3516608339691218,
22,,,,1.4145287797351276,
23,,,,1.477396725501133,
24,,,,1.5402646712671388,
25,,,,1.6031326170331446,
26,,,,1.6660005627991503,
27,,,,1.728868508565156,
28,,,,1.7917364543311616,
29,,,,1.854604400097167,
