,mean_acc_obs,mean_acc_bar,mean_vtheta,mean_r,total_mean_acc_bar
0,1.8798256013950544e-11,2.793551256000175e-10,2.733381653285676e-16,0.4176508170053824,5.15980001991626e-10
1,9.025378625498509e-11,3.822452939617737e-11,2.0222380809059297e-15,1.2529524510161472,1.5561795844692817e-10
2,6.549636561607821e-11,1.627546668665436e-11,2.067663109902042e-15,2.088254085026912,1.0069804416643257e-10
3,4.8091086070094185e-11,1.033167648866534e-11,2.1165099819500694e-15,2.923555719037677,7.661775934856885e-11
4,4.275873785319523e-11,8.026695289412225e-12,2.275872861498158e-15,3.758857353048442,6.314060604639051e-11
5,3.573381673802007e-11,6.793705315590565e-12,2.2914135997015878e-15,4.594158987059206,5.351060893034724e-11
6,3.293423100844282e-11,5.999152488056695e-12,2.389782537554119e-15,5.429460621069971,4.63182848585914e-11
7,2.8148052671511303e-11,5.423085559381853e-12,2.363886565188819e-15,6.264762255080736,4.0721028113307396e-11
8,1.8048518558286787e-11,4.869939995133052e-12,1.979782704752549e-15,7.100063889091501,3.6249532830944555e-11
9,1.2941153146348753e-11,4.287295965147506e-12,1.7972468992463238e-15,7.935365523102266,3.259705003469902e-11
10,1.4321055537358858e-11,3.77019890051364e-12,2.02535592329176e-15,8.770667157113031,2.956198261737083e-11
11,1.0789608777938903e-11,3.3467686027584873e-12,1.839938280858503e-15,9.605968791123797,2.699280517002055e-11
12,1.0734719857848295e-11,2.6836378455638688e-12,1.9637658567317117e-15,10.44127042513456,2.289690608373532e-11
13,,,,11.276572059145325,
14,,,,12.11187369315609,
15,,,,12.947175327166855,
16,,,,13.78247696117762,
17,,,,14.617778595188385,
18,,,,15.45308022919915,
19,,,,16.288381863209914,
20,,,,17.123683497220682,
21,,,,17.958985131231444,
22,,,,18.794286765242212,
23,,,,19.629588399252974,
24,,,,20.464890033263735,
25,,,,21.300191667274504,
26,,,,22.135493301285265,
27,,,,22.970794935296034,
28,,,,23.806096569306796,
29,,,,24.641398203317564,
