,mean_acc_obs,mean_acc_bar,mean_vtheta,mean_r,total_mean_acc_bar,g_obs
0,3.0680742281948343e-11,1.9765059894622358e-11,1.2610739097886024e-16,0.06398092194932996,3.508863810762438e-11,7.670550072171304e-12
1,3.520943343987161e-11,3.027421080109605e-11,3.70339832239216e-16,0.19194276584798986,9.667638305743815e-11,2.20508342168833e-11
2,1.7664730724742126e-11,2.9272736341677526e-11,3.0482525284738543e-16,0.3199046097466498,9.914825299296674e-11,8.963493521960383e-12
3,2.6206262215624744e-11,2.3396867592265912e-11,4.2061735668368925e-16,0.4478664536453097,9.876385431335751e-11,1.2190506978382766e-11
4,3.3486704319904395e-11,1.8877903409705364e-11,6.486492142210478e-16,0.5758282975439697,9.41715346291474e-11,2.2548762433770917e-11
5,3.8290916472845683e-11,1.522367692579607e-11,7.862876123444102e-16,0.7037901414426295,8.538286973573922e-11,2.71091318510094e-11
6,3.296789682384385e-11,1.2214272066015858e-11,8.67387582695041e-16,0.8317519853412894,8.130638211517293e-11,2.7914411526035805e-11
7,3.217403392428215e-11,1.0184011638989628e-11,9.695567909668458e-16,0.9597138292399494,7.433872575742476e-11,3.022739171035466e-11
8,3.342312624750333e-11,8.406177782886701e-12,1.06301435466966e-15,1.0876756731386092,7.028374101670456e-11,3.206083025840527e-11
9,3.138891340138852e-11,7.080617901083525e-12,1.0804178163976094e-15,1.215637517037269,6.578562806335999e-11,2.9632978186907856e-11
10,2.5367608422213096e-11,6.091917744955138e-12,1.0244604215233876e-15,1.3435993609359291,6.196564510664959e-11,2.410551989918009e-11
11,1.8088294785727525e-11,5.260680893040888e-12,8.692898137167063e-16,1.471561204834589,5.815454444113484e-11,1.5846989606232004e-11
12,6.022326028228524e-13,3.657618956302665e-12,-1.78948584533062e-16,1.599523048733249,4.893596837284255e-11,5.326034373365611e-13
13,,,,1.7274848926319089,,
14,,,,1.8554467365305687,,
15,,,,1.9834085804292287,,
16,,,,2.1113704243278884,,
17,,,,2.2393322682265486,,
18,,,,2.3672941121252085,,
19,,,,2.4952559560238683,,
20,,,,2.6232177999225286,,
21,,,,2.751179643821188,,
22,,,,2.8791414877198482,,
23,,,,3.0071033316185076,,
24,,,,3.135065175517168,,
25,,,,3.263027019415828,,
26,,,,3.3909888633144876,,
27,,,,3.518950707213148,,
28,,,,3.6469125511118072,,
29,,,,3.7748743950104675,,
