,mean_acc_obs,mean_acc_bar,mean_vtheta,mean_r,total_mean_acc_bar,g_obs
0,1.0758246580000102e-10,8.656922249412876e-10,4.603923729214309e-17,0.21352171946319037,1.2206664067512724e-09,3.063445117260052e-13
1,2.4569892638518927e-11,1.3092751809169332e-10,3.380822571542375e-16,0.6405651583895711,3.2675952795327407e-10,5.5065218560764915e-12
2,3.223442684580345e-11,5.0288199387707175e-11,8.906684137735442e-16,1.0676085973159517,1.8314210247132013e-10,2.2930628652107234e-11
3,4.865942895748095e-11,2.7149649417787688e-11,1.3806492512297087e-15,1.4946520362423326,1.3205263496138075e-10,3.935705076932659e-11
4,5.622176393149074e-11,1.7527778589232768e-11,1.6948000389621587e-15,1.9216954751687134,1.0485299002980754e-10,4.612626447599809e-11
5,5.1254264698172926e-11,1.2603827346118351e-11,1.809185720648183e-15,2.348738914095094,8.768533553022143e-11,4.300584458472281e-11
6,3.833067098359355e-11,9.701416075456465e-12,1.7507649558684453e-15,2.7757823530214747,7.519766149221093e-11,3.407738032427027e-11
7,2.9199684967704735e-11,7.81608998240631e-12,1.6494053463741823e-15,3.2028257919478555,6.626911675108235e-11,2.6213040617950663e-11
8,2.0222997986860302e-11,6.5575971588427144e-12,1.4629234534812156e-15,3.6298692308742364,5.929765222832866e-11,1.8194836080333575e-11
9,1.4072701579760369e-11,5.629325015547573e-12,1.2886847373689055e-15,4.056912669800617,5.3662776596548226e-11,1.2632625822667112e-11
10,1.4202721862608395e-11,4.942723179755561e-12,1.3273128091319358e-15,4.483956108726998,4.9007967285683106e-11,1.2124983044544599e-11
11,9.154687432047783e-12,4.428184806047002e-12,1.0645270370831088e-15,4.910999547653379,4.469770940976027e-11,7.120974327119234e-12
12,1.5265715212069422e-11,4.027471098487521e-12,1.5842960513322528e-15,5.338042986579759,4.1233168132723516e-11,1.4510638892203549e-11
13,1.905731158067783e-11,3.652549428145676e-12,1.8693196690304677e-15,5.76508642550614,3.8015300399607015e-11,1.8704980111859947e-11
14,1.6433007689257366e-11,3.3161417355343695e-12,1.7851220287089484e-15,6.192129864432521,3.497094288515045e-11,1.588150604716354e-11
15,1.4282794222116492e-11,3.0127285047714793e-12,1.6922538878171526e-15,6.6191733033589015,3.216368283945636e-11,1.3351289435198521e-11
16,3.785637299194449e-12,2.743278988442368e-12,9.21546204929324e-16,7.046216742285282,2.952913482856839e-11,3.719410850369921e-12
17,,,,7.473260181211663,,
18,,,,7.900303620138044,,
19,,,,8.327347059064426,,
20,,,,8.754390497990805,,
21,,,,9.181433936917188,,
22,,,,9.608477375843567,,
23,,,,10.035520814769948,,
24,,,,10.462564253696328,,
25,,,,10.889607692622707,,
26,,,,11.31665113154909,,
27,,,,11.74369457047547,,
28,,,,12.170738009401852,,
29,,,,12.59778144832823,,
