,mean_acc_obs,mean_acc_bar,mean_vtheta,mean_r,total_mean_acc_bar
0,1.618887809016749e-13,7.674395577856748e-15,10257.713992026805,7.22840276660781,9.648456059329255e-14
1,2.1549082093206143e-13,4.051032279036864e-14,-2289.1310098445883,21.68520829982343,3.2702726787645275e-13
2,1.2977419411437633e-13,3.844997103928341e-14,-19693.434418274825,36.14201383303905,3.2306322813666114e-13
3,,,,50.59881936625467,
4,,,,65.05562489947029,
5,,,,79.5124304326859,
6,,,,93.96923596590153,
7,,,,108.42604149911716,
8,,,,122.88284703233276,
9,,,,137.3396525655484,
10,,,,151.79645809876402,
11,,,,166.25326363197962,
12,,,,180.71006916519525,
13,,,,195.16687469841088,
14,,,,209.6236802316265,
15,,,,224.0804857648421,
16,,,,238.53729129805774,
17,,,,252.99409683127334,
18,,,,267.45090236448897,
19,,,,281.9077078977046,
20,,,,296.3645134309202,
21,,,,310.82131896413586,
22,,,,325.2781244973514,
23,,,,339.73493003056706,
24,,,,354.1917355637827,
25,,,,368.6485410969983,
26,,,,383.10534663021394,
27,,,,397.5621521634296,
28,,,,412.0189576966452,
29,,,,426.4757632298608,
