,mean_acc_obs,mean_acc_bar,mean_vtheta,mean_r,total_mean_acc_bar
0,,,,0.01747925097237341,
1,,,,0.05243775291712023,
2,,,,0.08739625486186706,
3,,,,0.12235475680661387,
4,,,,0.15731325875136068,
5,,,,0.19227176069610752,
6,,,,0.22723026264085433,
7,,,,0.26218876458560114,
8,,,,0.29714726653034795,
9,,,,0.33210576847509476,
10,,,,0.3670642704198416,
11,,,,0.4020227723645884,
12,,,,0.43698127430933525,
13,,,,0.47193977625408207,
14,,,,0.5068982781988289,
15,,,,0.5418567801435756,
16,,,,0.5768152820883226,
17,,,,0.6117737840330693,
18,,,,0.6467322859778162,
19,,,,0.6816907879225629,
20,,,,0.7166492898673098,
21,,,,0.7516077918120565,
22,,,,0.7865662937568034,
23,,,,0.8215247957015502,
24,,,,0.856483297646297,
25,,,,0.891441799591044,
26,,,,0.9264003015357907,
27,,,,0.9613588034805376,
28,,,,0.9963173054252843,
29,,,,1.0312758073700312,
