,mean_acc_obs,mean_acc_bar,mean_vtheta,mean_r,total_mean_acc_bar
0,5.693305951653101e-12,9.762378158982579e-12,1.7708053104873026e-17,0.028298553320305363,1.8465803325143993e-11
1,1.3477963558065414e-11,1.0309625744068685e-11,-9.253341070076094e-17,0.08489565996091608,5.1041655521704096e-11
2,1.6861171830657073e-11,9.933415413258565e-12,3.8546474755821553e-17,0.14149276660152682,5.629247599219997e-11
3,4.151276519122282e-11,1.0697966547055009e-11,2.2485283024174616e-16,0.19808987324213753,6.96878482288157e-11
4,1.8164531639953477e-11,9.78655779659417e-12,3.0011608119686716e-16,0.25468697988274824,7.840695125542053e-11
5,3.243262672926631e-11,9.411417388698755e-12,5.247838721356138e-16,0.311284086523359,8.078980366266158e-11
6,1.4180344374637534e-11,8.752263372729364e-12,4.3550713219195393e-16,0.3678811931639697,8.255730878177815e-11
7,2.8043030276754757e-11,8.177308234528819e-12,5.217568657199939e-16,0.4244782998045804,8.569501196359277e-11
8,3.517600021224609e-11,7.457623156271926e-12,6.541586450959363e-16,0.48107540644519114,8.405258646068969e-11
9,,,,0.5376725130858019,
10,,,,0.5942696197264126,
11,,,,0.6508667263670234,
12,,,,0.707463833007634,
13,,,,0.7640609396482447,
14,,,,0.8206580462888555,
15,,,,0.8772551529294663,
16,,,,0.9338522595700769,
17,,,,0.9904493662106877,
18,,,,1.0470464728512985,
19,,,,1.103643579491909,
20,,,,1.1602406861325198,
21,,,,1.2168377927731306,
22,,,,1.2734348994137412,
23,,,,1.330032006054352,
24,,,,1.3866291126949628,
25,,,,1.4432262193355734,
26,,,,1.4998233259761844,
27,,,,1.556420432616795,
28,,,,1.6130175392574055,
29,,,,1.6696146458980166,
