,mean_acc_obs,mean_acc_bar,mean_vtheta,mean_r,total_mean_acc_bar
0,1.384254493709976e-11,2.8148703629788628e-12,1.423060149579483e-16,0.029655456898000143,3.451561180110425e-11
1,1.1657039618598625e-11,3.5285065020680625e-12,2.1854636579236168e-16,0.08896637069400043,2.635304033751834e-11
2,2.4095856401232776e-11,4.1753208286631674e-12,3.846937905141582e-16,0.14827728449000072,3.6199539220238816e-11
3,1.0066198765972683e-11,5.0146473383922204e-12,2.655104980856167e-16,0.207588198286001,4.7282302589226065e-11
4,2.1784635583565775e-11,5.293062318339849e-12,3.997553141450799e-16,0.2668991120820013,5.127223688355477e-11
5,1.625676240931386e-11,5.350501317135884e-12,4.455682052580719e-16,0.3262100258780016,5.1354092072758677e-11
6,2.916637806447088e-11,4.919702521956936e-12,6.432110284007204e-16,0.38552093967400186,5.342183692228878e-11
7,7.317771762001035e-12,4.801342194923721e-12,3.178426770247066e-16,0.44483185347000215,5.292833287304661e-11
8,1.4439583168915885e-11,4.536557874130305e-12,4.773462232059934e-16,0.5041427672660024,5.491966147558305e-11
9,1.2935411910425e-11,3.923838673172033e-12,5.061863207200306e-16,0.5634536810620028,5.1924394234492324e-11
10,2.4344455023447313e-11,3.6010201094647714e-12,7.657717861378342e-16,0.622764594858003,5.153254116391036e-11
11,,,,0.6820755086540033,
12,,,,0.7413864224500035,
13,,,,0.8006973362460039,
14,,,,0.8600082500420041,
15,,,,0.9193191638380045,
16,,,,0.9786300776340047,
17,,,,1.037940991430005,
18,,,,1.0972519052260052,
19,,,,1.1565628190220056,
20,,,,1.2158737328180058,
21,,,,1.2751846466140062,
22,,,,1.3344955604100064,
23,,,,1.3938064742060068,
24,,,,1.453117388002007,
25,,,,1.5124283017980074,
26,,,,1.5717392155940075,
27,,,,1.631050129390008,
28,,,,1.690361043186008,
29,,,,1.7496719569820085,
