,mean_acc_obs,mean_acc_bar,mean_vtheta,mean_r,total_mean_acc_bar
0,2.0530913578933618e-10,9.406720580685454e-11,6.242894620199813e-15,0.6212965555475329,3.133027689979375e-10
1,1.8172598107757574e-10,6.5263870204132e-11,6.326460771365632e-15,1.8638896666425988,2.5193497286649866e-10
2,1.689880896698235e-10,4.8104413367878433e-11,6.530897815530057e-15,3.1064827777376647,2.1102544239590944e-10
3,1.6336591102144902e-10,3.682959692747207e-11,6.998404251558142e-15,4.349075888832731,1.8126289597854363e-10
4,1.3008527673634732e-10,2.904238051587388e-11,6.672746351878523e-15,5.591668999927796,1.5846393529440554e-10
5,1.0929235730241308e-10,2.3479739174977668e-11,6.422614852018194e-15,6.834262111022863,1.4064356493904064e-10
6,9.729930370908903e-11,1.936953155493519e-11,6.279989509757483e-15,8.076855222117928,1.262479648657868e-10
7,,,,9.319448333212994,
8,,,,10.56204144430806,
9,,,,11.804634555403126,
10,,,,13.047227666498191,
11,,,,14.289820777593258,
12,,,,15.532413888688323,
13,,,,16.77500699978339,
14,,,,18.017600110878455,
15,,,,19.260193221973523,
16,,,,20.502786333068585,
17,,,,21.745379444163653,
18,,,,22.987972555258718,
19,,,,24.230565666353783,
20,,,,25.47315877744885,
21,,,,26.715751888543917,
22,,,,27.95834499963898,
23,,,,29.20093811073405,
24,,,,30.44353122182911,
25,,,,31.68612433292418,
26,,,,32.92871744401924,
27,,,,34.17131055511432,
28,,,,35.41390366620938,
29,,,,36.65649677730444,
