,mean_acc_obs,mean_acc_bar,mean_vtheta,mean_r,total_mean_acc_bar,g_obs
0,2.001086529842935e-10,3.3501332543314587e-11,2.7851072301476273e-16,0.13929957567439374,1.4017949589882541e-10,1.718422576001872e-11
1,9.345556470141191e-11,2.8439770972828372e-11,8.841503613328176e-16,0.4178987270231812,1.3439956285793174e-10,5.772675312038708e-11
2,4.101171449618959e-11,1.784958051740944e-11,8.458531943243572e-16,0.6964978783719686,1.0978676130015878e-10,3.1700499936526543e-11
3,2.6420548084792427e-11,1.2019943913537395e-11,8.387513838208012e-16,0.9750970297207562,9.224297832312377e-11,2.226458413290136e-11
4,1.9088365376839426e-11,8.663169706636462e-12,8.484779426947397e-16,1.2536961810695437,7.858465949296455e-11,1.772085745908365e-11
5,2.9271872262286074e-11,6.639027169392607e-12,1.114416121824214e-15,1.532295332418331,6.89414256029141e-11,2.5011988223304612e-11
6,2.2919592383298054e-11,5.375050874651719e-12,1.0909656577934322e-15,1.8108944837671186,6.054087893943444e-11,2.028266116052731e-11
7,2.4884242656850665e-11,4.5089565518087365e-12,1.2375175737734961e-15,2.089493635115906,5.4866796627373125e-11,2.2618178083307783e-11
8,2.4430351014262926e-11,3.900930686608443e-12,1.2974328601458057e-15,2.3680927864646937,4.938204762102252e-11,2.1936482656999274e-11
9,3.0930447249352364e-11,3.365772119654334e-12,1.5552226916522847e-15,2.646691937813481,4.5954653586859026e-11,2.820185632722755e-11
10,1.970235614662034e-11,2.942959863456272e-12,1.3080626852199572e-15,2.9252910891622688,4.2482712020374124e-11,1.805028016516004e-11
11,1.7506583136480107e-11,2.616207970143362e-12,1.306620224785895e-15,3.203890240511056,3.948944149750502e-11,1.6444362607236853e-11
12,1.3371282239668834e-11,2.340432458070645e-12,1.2424057681498285e-15,3.4824893918598434,3.69636385430059e-11,1.3678328753291304e-11
13,1.2780129581893783e-11,2.1159854957114607e-12,1.254660997318694e-15,3.761088543208631,3.4739805914154885e-11,1.2916211840092599e-11
14,1.2719915794033006e-11,1.9355265152421053e-12,1.2912205973951917e-15,4.0396876945574185,3.2686267222339954e-11,1.273646835279506e-11
15,,,,4.318286845906206,,
16,,,,4.596885997254994,,
17,,,,4.875485148603781,,
18,,,,5.154084299952569,,
19,,,,5.432683451301356,,
20,,,,5.711282602650144,,
21,,,,5.989881753998931,,
22,,,,6.268480905347719,,
23,,,,6.547080056696506,,
24,,,,6.825679208045293,,
25,,,,7.104278359394081,,
26,,,,7.382877510742868,,
27,,,,7.661476662091656,,
28,,,,7.940075813440443,,
29,,,,8.21867496478923,,
