,mean_acc_obs,mean_acc_bar,mean_vtheta,mean_r,total_mean_acc_bar,g_obs
0,4.55515166672927e-10,1.8186041064278825e-10,3.632948348918424e-15,0.8575137588890271,4.556069893555064e-10,4.749777560327921e-10
1,2.4011670385480804e-10,8.036803445248781e-11,4.475228385632572e-15,2.5725412766670814,2.983435225123326e-10,2.4025032140084914e-10
2,1.6193596124494356e-10,4.7266363755042504e-11,4.704461804572222e-15,4.287568794445136,2.0108993207376276e-10,1.592959425756664e-10
3,1.3289045688131506e-10,3.473010882154327e-11,5.016807427456417e-15,6.00259631222319,1.5281086032890342e-10,1.293932574078077e-10
4,9.804320675475234e-11,2.8886862889019958e-11,4.859755966573679e-15,7.717623830001244,1.234773961256403e-10,9.443679477266442e-11
5,7.72027633674323e-11,2.412427175766968e-11,4.761545284502037e-15,9.432651347779299,1.0214531439962034e-10,7.417507217231145e-11
6,6.724389959998441e-11,2.0518101922321705e-11,4.846409995229242e-15,11.147678865557353,8.658473211885496e-11,6.502072021102263e-11
7,5.653774116120739e-11,1.7219856114725874e-11,4.7947751427482165e-15,12.862706383335407,7.403622818792529e-11,5.515692623291448e-11
8,4.5433230254736385e-11,1.4502408485027088e-11,4.515188196380827e-15,14.577733901113461,6.394587540739816e-11,4.315763291851291e-11
9,3.396856024650147e-11,1.237970431722211e-11,4.140346171039383e-15,16.292761418891516,5.592753054973703e-11,3.2469420007931415e-11
10,2.656574154256849e-11,1.0655396033447735e-11,3.7861484331199895e-15,18.00778893666957,4.935602508191904e-11,2.4565793804437708e-11
11,2.141764887168086e-11,9.202991881704981e-12,3.539362236354617e-15,19.722816454447624,4.3846372149885006e-11,1.9600945191138335e-11
12,1.7113973235386424e-11,7.99244265247788e-12,3.3903160618797847e-15,21.43784397222568,3.91910561597758e-11,1.6546082685473233e-11
13,1.3020486365169021e-11,7.012271621861032e-12,3.0453085005352106e-15,23.152871490003733,3.528889000887188e-11,1.2361001241210008e-11
14,1.0624566121580517e-11,6.194006278594272e-12,2.7994386601514903e-15,24.867899007781787,3.191205635984099e-11,9.725204414780731e-12
15,7.776987246680668e-12,5.498765177522841e-12,2.17832630628103e-15,26.58292652555984,2.8964540603851117e-11,5.508571657277364e-12
16,2.977901865600467e-12,4.907698969368306e-12,1.0962728387823741e-15,28.297954043337896,2.6361071045909265e-11,1.3106242314417483e-12
17,1.541247519766259e-12,4.403480075013875e-12,6.559327722056589e-16,30.01298156111595,2.4009627135958776e-11,4.423901414788416e-13
18,2.459215030439572e-12,3.965221554680224e-12,7.797780844000943e-16,31.728009078894004,2.1889240066115996e-11,5.914188344135998e-13
19,2.113304710793756e-12,3.58473842921199e-12,9.945506830829124e-16,33.44303659667206,1.996223409647687e-11,9.127336407097657e-13
20,3.624166933838246e-13,3.258424115290574e-12,2.302228760715584e-16,35.15806411445011,1.8232981273318255e-11,4.652302206311947e-14
21,4.677786566488297e-12,2.972293269940733e-12,-2.34343659365553e-15,36.87309163222817,1.6668662599186144e-11,4.596135076053294e-12
22,,,,38.58811915000622,,
23,,,,40.303146667784276,,
24,,,,42.01817418556233,,
25,,,,43.733201703340384,,
26,,,,45.44822922111844,,
27,,,,47.16325673889649,,
28,,,,48.87828425667455,,
29,,,,50.5933117744526,,
