,mean_acc_obs,mean_acc_bar,mean_vtheta,mean_r,total_mean_acc_bar
0,,,,0.017947230069569723,
1,,,,0.05384169020870917,
2,,,,0.08973615034784863,
3,,,,0.12563061048698806,
4,,,,0.1615250706261275,
5,,,,0.19741953076526697,
6,,,,0.2333139909044064,
7,,,,0.26920845104354585,
8,,,,0.3051029111826853,
9,,,,0.3409973713218247,
10,,,,0.37689183146096417,
11,,,,0.4127862916001036,
12,,,,0.4486807517392431,
13,,,,0.48457521187838254,
14,,,,0.5204696720175219,
15,,,,0.5563641321566615,
16,,,,0.5922585922958008,
17,,,,0.6281530524349404,
18,,,,0.6640475125740797,
19,,,,0.6999419727132192,
20,,,,0.7358364328523586,
21,,,,0.7717308929914981,
22,,,,0.8076253531306374,
23,,,,0.843519813269777,
24,,,,0.8794142734089165,
25,,,,0.9153087335480559,
26,,,,0.9512031936871954,
27,,,,0.9870976538263347,
28,,,,1.0229921139654743,
29,,,,1.0588865741046136,
