,mean_acc_obs,mean_acc_bar,mean_vtheta,mean_r,total_mean_acc_bar
0,4.480786760952939e-11,7.163469999543631e-12,7.520957670223716e-16,0.07044628089652807,1.0699320581436826e-10
1,3.1268896067132436e-11,5.636901717265806e-12,7.637494822501924e-16,0.21133884268958422,1.0285521113185576e-10
2,3.718340668015259e-11,4.687653286768747e-12,9.321853028027174e-16,0.35223140448264034,9.170476578070808e-11
3,1.6590609028458532e-11,3.76988084880952e-12,6.213701802939787e-16,0.49312396627569655,8.462062586624672e-11
4,1.947713148844208e-11,3.201095383187016e-12,7.977404145146727e-16,0.6340165280687526,7.909691715988038e-11
5,2.3934992581441752e-11,2.709812595779518e-12,9.464891903542627e-16,0.7749090898618087,7.19014603599988e-11
6,,,,0.915801651654865,
7,,,,1.0566942134479211,
8,,,,1.1975867752409772,
9,,,,1.3384793370340333,
10,,,,1.4793718988270896,
11,,,,1.6202644606201457,
12,,,,1.7611570224132018,
13,,,,1.902049584206258,
14,,,,2.042942145999314,
15,,,,2.1838347077923705,
16,,,,2.324727269585426,
17,,,,2.4656198313784827,
18,,,,2.6065123931715384,
19,,,,2.747404954964595,
20,,,,2.888297516757651,
21,,,,3.029190078550707,
22,,,,3.1700826403437636,
23,,,,3.3109752021368193,
24,,,,3.451867763929876,
25,,,,3.5927603257229315,
26,,,,3.733652887515988,
27,,,,3.874545449309044,
28,,,,4.0154380111021,
29,,,,4.156330572895156,
