,mean_acc_obs,mean_acc_bar,mean_vtheta,mean_r,total_mean_acc_bar,g_obs
0,3.750623184358108e-11,8.170691689454714e-13,2.5683910254551734e-16,0.07332278408524424,8.170691689454714e-13,2.776382269770048e-11
1,4.4098632938812714e-11,1.6352761923098609e-12,5.213866668172834e-16,0.21996835225573275,3.923102781896186e-11,3.813779342557416e-11
2,4.322425766450149e-11,2.3182883528810362e-12,6.998158567566337e-16,0.3666139204262212,5.832299422430748e-11,4.12244175130241e-11
3,4.2410557903478386e-11,2.6898575004089158e-12,8.279178543395236e-16,0.5132594885967097,6.269489950550867e-11,4.121292432624654e-11
4,3.877872494226852e-11,2.995373729666551e-12,8.944195549742996e-16,0.6599050567671982,5.902888860617087e-11,3.741080358321544e-11
5,3.2879207763226e-11,2.992350977215577e-12,9.182032519690252e-16,0.8065506249376867,5.4580707797486135e-11,3.2258334635921587e-11
6,3.104791612179715e-11,2.9256951013358377e-12,9.610044327674714e-16,0.9531961931081752,5.256497459043298e-11,2.9899532947205556e-11
7,2.595716162091078e-11,2.7424651718687213e-12,9.453029529037507e-16,1.0998417612786637,4.98797592803193e-11,2.5073083376628138e-11
8,2.2590595576062066e-11,2.5983213904060654e-12,9.384345327756297e-16,1.246487329449152,4.6321718491584576e-11,2.1802987954452422e-11
9,2.012612881048265e-11,2.3802735462920764e-12,9.195889512760466e-16,1.3931328976196407,4.316855771627138e-11,1.8732289593953804e-11
10,,,,1.5397784657901292,,
11,,,,1.6864240339606176,,
12,,,,1.8330696021311061,,
13,,,,1.9797151703015945,,
14,,,,2.126360738472083,,
15,,,,2.2730063066425714,,
16,,,,2.41965187481306,,
17,,,,2.5662974429835486,,
18,,,,2.712943011154037,,
19,,,,2.8595885793245257,,
20,,,,3.006234147495014,,
21,,,,3.1528797156655024,,
22,,,,3.299525283835991,,
23,,,,3.4461708520064795,,
24,,,,3.592816420176968,,
25,,,,3.7394619883474567,,
26,,,,3.8861075565179446,,
27,,,,4.032753124688433,,
28,,,,4.179398692858921,,
29,,,,4.326044261029411,,
