,mean_acc_obs,mean_acc_bar,mean_vtheta,mean_r,total_mean_acc_bar
0,3.0442313332615726e-11,1.5213706929509923e-11,1.1589469030939866e-16,0.033007617055078715,2.1610912746357228e-11
1,6.774830494380761e-12,1.9317716612721276e-11,6.392100542734745e-17,0.09902285116523615,4.4650651647436595e-11
2,7.7848233781561e-12,2.0282608680516918e-11,4.19545897607287e-17,0.1650380852753936,6.258250020416031e-11
3,4.2374156519905446e-12,2.0905732163817734e-11,9.465443431568714e-18,0.23105331938555101,6.568617288174887e-11
4,3.2839254109280942e-12,1.8739004036411355e-11,1.7840533181665496e-16,0.29706855349570843,6.965230322338616e-11
5,3.360121427299533e-12,1.652228528344423e-11,1.9715529616564453e-16,0.3630837876058659,6.694286604108096e-11
6,1.880383219741628e-12,1.4594798022108818e-11,1.6767177427296865e-16,0.4290990217160233,6.526066809153946e-11
7,1.5176020354153406e-12,1.286696347378215e-11,1.6113915552056778e-16,0.49511425582618074,6.3469082841647e-11
8,1.6054934556959197e-12,1.1074465611677903e-11,1.786366669339975e-16,0.5611294899363382,6.083444880754281e-11
9,,,,0.6271447240464956,
10,,,,0.693159958156653,
11,,,,0.7591751922668104,
12,,,,0.8251904263769679,
13,,,,0.8912056604871254,
14,,,,0.9572208945972828,
15,,,,1.02323612870744,
16,,,,1.0892513628175977,
17,,,,1.155266596927755,
18,,,,1.2212818310379125,
19,,,,1.2872970651480697,
20,,,,1.3533122992582274,
21,,,,1.4193275333683846,
22,,,,1.4853427674785422,
23,,,,1.5513580015886996,
24,,,,1.617373235698857,
25,,,,1.6833884698090147,
26,,,,1.7494037039191719,
27,,,,1.8154189380293295,
28,,,,1.8814341721394867,
29,,,,1.9474494062496444,
