,mean_acc_obs,mean_acc_bar,mean_vtheta,mean_r,total_mean_acc_bar,g_obs
0,1.0423765782180591e-10,5.363021111148134e-10,4.887642215390198e-16,0.18749552749198078,9.288584845392806e-10,3.9319123104284945e-11
1,2.190564405338103e-10,3.959271946436654e-10,1.6807551671310515e-15,0.5624865824759424,8.017670413102735e-10,1.5498606952147327e-10
2,3.683327135137823e-10,2.2620604257435745e-10,3.3050493403013216e-15,0.937477637459904,5.432488445291725e-10,3.5957616775810734e-10
3,3.040810017263544e-10,1.4535215443780618e-10,3.563853460700015e-15,1.3124686924438655,3.952335862039187e-10,2.9863908466365463e-10
4,2.2582420822383647e-10,1.0349443914082504e-10,3.4772933046542817e-15,1.687459747427827,3.07945376388439e-10,2.2112871816436305e-10
5,1.8190734327870392e-10,7.75141596057819e-11,3.432259626015687e-15,2.0624508024117887,2.5105298013392345e-10,1.7626763899867311e-10
6,1.294370903767165e-10,5.978843859781303e-11,3.1546815199103838e-15,2.4374418573957506,2.1132068903858632e-10,1.2600062526752326e-10
7,9.870187130235925e-11,4.710795923970217e-11,2.96576506621567e-15,2.8124329123797116,1.8160015190446052e-10,9.651331675604329e-11
8,6.680592389634118e-11,3.793615442986767e-11,2.5689891407207705e-15,3.1874239673636735,1.5811100898057272e-10,6.389702302424242e-11
9,5.561321707456104e-11,3.128774720502888e-11,2.4944273372355114e-15,3.5624150223476345,1.4019717974135108e-10,5.390054086200762e-11
10,3.824848716277285e-11,2.622914102066574e-11,2.1679439390198174e-15,3.9374060773315964,1.2579652132605934e-10,3.68367926566082e-11
11,2.894698594651424e-11,2.2319571285003902e-11,1.9630287912266007e-15,4.312397132315558,1.1415104805490524e-10,2.7575951833068328e-11
12,2.5620083807503573e-11,1.9185722857176617e-11,1.899411450892581e-15,4.68738818729952,1.0400644907129235e-10,2.3752159681276668e-11
13,1.6533454283935697e-11,1.6667952035567486e-11,1.6327411047191566e-15,5.062379242283481,9.541909780535675e-11,1.625084311878054e-11
14,9.195663654065057e-12,1.4613095432771085e-11,1.1290273382019093e-15,5.437370297267442,8.793682102555111e-11,7.234623376696995e-12
15,3.0718881928642686e-12,1.2937589894199028e-11,6.928156644393323e-16,5.812361352251404,8.167116207955011e-11,2.5484652274149025e-12
16,2.346295546495196e-12,1.155058263495781e-11,6.313978488363133e-16,6.187352407235366,7.596895570943367e-11,1.9883702891223937e-12
17,1.1389996617943149e-12,1.0396449955496344e-11,4.004554547020398e-16,6.562343462219328,7.10788192202952e-11,7.541285663791508e-13
18,2.7121005054247943e-12,9.435168156688107e-12,7.761399306986305e-16,6.937334517203289,6.675064051530262e-11,2.6796825005033693e-12
19,1.6103159548261264e-11,8.625795737610427e-12,1.9044828429863525e-15,7.31232557218725,6.298092827564114e-11,1.530715681150095e-11
20,1.5668751738176575e-11,7.925449606987004e-12,1.8918109204483685e-15,7.687316627171212,5.952503283270972e-11,1.4367347915911081e-11
21,6.509844080698098e-13,6.320302054412096e-12,4.0870209143740627e-16,8.062307682155174,5.092736532783764e-11,5.849528637353578e-13
22,,,,8.437298737139136,,
23,,,,8.812289792123098,,
24,,,,9.187280847107058,,
25,,,,9.56227190209102,,
26,,,,9.937262957074982,,
27,,,,10.312254012058943,,
28,,,,10.687245067042905,,
29,,,,11.062236122026867,,
