,mean_acc_obs,mean_acc_bar,mean_vtheta,mean_r,total_mean_acc_bar,g_obs
0,9.863023595924191e-11,2.488776988995628e-11,7.505038892690754e-16,0.19558529160275592,1.035977913331137e-10,8.887213720068006e-11
1,7.388116498995557e-11,1.660100918479214e-11,1.0635737042016743e-15,0.5867558748082677,9.822621660732576e-11,5.949406693261763e-11
2,5.6497471070670886e-11,1.0195274095300428e-11,1.1609601207579664e-15,0.9779264580137796,8.162461855496579e-11,4.253283480017694e-11
3,3.1023433305007236e-11,6.782460990770214e-12,1.027533610947768e-15,1.3690970412192915,7.130326088124959e-11,2.3798728975707018e-11
4,2.767482148764689e-11,4.943819994684656e-12,1.134925414407507e-15,1.7602676244248032,6.126359356846653e-11,2.2581451953830516e-11
5,3.214456159185422e-11,4.012825296100749e-12,1.3891501669814995e-15,2.1514382076303153,5.4683756800227044e-11,2.767995856067829e-11
6,2.527090832916968e-11,3.5171328999735198e-12,1.381376343939513e-15,2.542608790835827,4.8567752914837906e-11,2.3160098729779558e-11
7,2.229928299388608e-11,3.138724513295909e-12,1.421479301067348e-15,2.9337793740413387,4.408979955858309e-11,2.1254434324379076e-11
8,2.2512613176073934e-11,2.740212683777529e-12,1.5419782603015399e-15,3.324949957246851,4.0296558699655485e-11,2.20682202686571e-11
9,1.74847487774754e-11,2.392617169996051e-12,1.4356952434639572e-15,3.7161205404523625,3.7000861247524694e-11,1.7117118292136487e-11
10,1.591278525717678e-11,2.1112345356960417e-12,1.448899824343608e-15,4.107291123657875,3.42303372013231e-11,1.5773103557031873e-11
11,1.4375939220859407e-11,1.87179010825589e-12,1.4385087834993071e-15,4.498461706863386,3.183131898538713e-11,1.4195703828285367e-11
12,1.3204588348909918e-11,1.677691863279788e-12,1.4236283516038825e-15,4.8896322900688975,2.9756180179435496e-11,1.279124973048476e-11
13,1.2295114601325146e-11,1.5097629020464803e-12,1.4467560420477247e-15,5.280802873274411,2.780042164197628e-11,1.2231693082470569e-11
14,,,,5.671973456479922,,
15,,,,6.063144039685433,,
16,,,,6.454314622890946,,
17,,,,6.845485206096457,,
18,,,,7.2366557893019685,,
19,,,,7.6278263725074815,,
20,,,,8.018996955712993,,
21,,,,8.410167538918504,,
22,,,,8.801338122124017,,
23,,,,9.192508705329528,,
24,,,,9.583679288535041,,
25,,,,9.974849871740552,,
26,,,,10.366020454946064,,
27,,,,10.757191038151575,,
28,,,,11.148361621357088,,
29,,,,11.5395322045626,,
