,mean_acc_obs,mean_acc_bar,mean_vtheta,mean_r,total_mean_acc_bar
0,8.761258390810016e-15,2.0795121216830707e-18,1.5157387093202402e-15,1736.9289308273387,3.792832419102528e-17
1,1.3341534547943804e-14,1.392070097986188e-18,2.9986934525577726e-15,5210.786792482017,2.53900352022566e-17
2,7.775142241648708e-15,1.966449017474099e-18,2.0690833565209205e-15,8684.644654136693,3.622164069108219e-17
3,,,,12158.502515791371,
4,,,,15632.360377446048,
5,,,,19106.218239100726,
6,,,,22580.076100755403,
7,,,,26053.933962410083,
8,,,,29527.791824064756,
9,,,,33001.649685719436,
10,,,,36475.507547374116,
11,,,,39949.36540902879,
12,,,,43423.22327068347,
13,,,,46897.08113233815,
14,,,,50370.93899399282,
15,,,,53844.796855647495,
16,,,,57318.65471730218,
17,,,,60792.512578956856,
18,,,,64266.37044061153,
19,,,,67740.22830226622,
20,,,,71214.08616392089,
21,,,,74687.94402557556,
22,,,,78161.80188723025,
23,,,,81635.65974888492,
24,,,,85109.5176105396,
25,,,,88583.37547219428,
26,,,,92057.23333384894,
27,,,,95531.09119550363,
28,,,,99004.94905715832,
29,,,,102478.80691881297,
