,mean_acc_obs,mean_acc_bar,mean_vtheta,mean_r,total_mean_acc_bar
0,1.6500097405059472e-11,2.082997880368668e-12,9.613840176111823e-17,0.058332983083296264,2.0517559077793325e-11
1,3.701213589026101e-11,6.152469937295525e-12,4.2048107932725373e-16,0.1749989492498888,4.506987690963646e-11
2,8.376475191700536e-11,6.146301460014257e-12,8.039052359130979e-16,0.2916649154164813,8.283407604130083e-11
3,8.053215323197714e-11,6.275330296095623e-12,9.559424307593282e-16,0.40833088158307385,9.205247219431647e-11
4,9.316940341093618e-11,5.721567379673147e-12,1.1989529816550114e-15,0.5249968477496664,8.742536330406144e-11
5,4.0125665659016804e-11,5.1567026815107915e-12,8.533455460248385e-16,0.6416628139162589,8.681723823373904e-11
6,5.031073238150081e-11,4.788383209844327e-12,1.0334230788202636e-15,0.7583287800828514,8.256259701909746e-11
7,3.36944044051083e-11,4.261959486303046e-12,9.299311361881666e-16,0.874994746249444,7.8655655340799e-11
8,1.829508807192661e-11,3.853196659229028e-12,7.632457581448575e-16,0.9916607124160365,7.4784795453472e-11
9,1.889751135516096e-11,3.480930387583655e-12,8.137040629485197e-16,1.1083266785826291,7.078495160144983e-11
10,1.8334207072532212e-11,3.1147220384617908e-12,8.466692517047567e-16,1.2249926447492214,6.610992322784719e-11
11,1.656096688097259e-11,2.8078643898987174e-12,8.4940264260356e-16,1.3416586109158142,6.274632423785792e-11
12,1.6150112169477117e-11,2.553020962269029e-12,8.684968817858492e-16,1.4583245770824065,5.989188011073871e-11
13,1.4141752611453588e-11,2.3110053684173375e-12,8.472692975093647e-16,1.5749905432489992,5.703307729053936e-11
14,,,,1.6916565094155915,
15,,,,1.8083224755821843,
16,,,,1.9249884417487766,
17,,,,2.0416544079153693,
18,,,,2.1583203740819616,
19,,,,2.2749863402485544,
20,,,,2.3916523064151467,
21,,,,2.5083182725817394,
22,,,,2.6249842387483318,
23,,,,2.7416502049149245,
24,,,,2.858316171081517,
25,,,,2.9749821372481096,
26,,,,3.091648103414702,
27,,,,3.2083140695812946,
28,,,,3.324980035747887,
29,,,,3.4416460019144797,
