,mean_acc_obs,mean_acc_bar,mean_vtheta,mean_r,total_mean_acc_bar
0,2.1672075240605088e-11,3.8485315784146565e-11,3.523680530804971e-17,0.02260543813803774,9.304260722264993e-11
1,3.0949393482437737e-11,4.9395156902800185e-11,-9.113598404487063e-17,0.06781631441411322,1.8196937509836336e-10
2,1.0066493497873843e-11,5.938573977343365e-11,-1.7674202343060362e-16,0.1130271906901887,1.8213964551006616e-10
3,1.6890741429513042e-11,5.965420199139031e-11,2.9882963045154156e-17,0.1582380669662642,1.975629109053849e-10
4,3.4300777100275795e-12,5.395179117201012e-11,-1.057548066550755e-16,0.20344894324233964,1.9902458886075767e-10
5,3.84974223349493e-11,4.816793531076165e-11,3.3265469748588046e-16,0.24865981951841515,2.0723956463811383e-10
6,4.520103394336818e-12,4.1516188067116445e-11,-1.905708035625102e-17,0.29387069579449066,1.986411874100061e-10
7,3.04282302499032e-12,3.6998316021740425e-11,1.6463887388389485e-16,0.3390815720705661,1.8863549369640414e-10
8,3.23551608974568e-12,2.6673746649238884e-11,-1.3758839712278579e-17,0.38429244834664156,1.580134643183013e-10
9,,,,0.429503324622717,
10,,,,0.47471420089879257,
11,,,,0.519925077174868,
12,,,,0.5651359534509435,
13,,,,0.6103468297270189,
14,,,,0.6555577060030945,
15,,,,0.7007685822791699,
16,,,,0.7459794585552454,
17,,,,0.7911903348313208,
18,,,,0.8364012111073964,
19,,,,0.8816120873834719,
20,,,,0.9268229636595473,
21,,,,0.9720338399356228,
22,,,,1.0172447162116982,
23,,,,1.0624555924877739,
24,,,,1.107666468763849,
25,,,,1.1528773450399248,
26,,,,1.198088221316,
27,,,,1.2432990975920757,
28,,,,1.2885099738681514,
29,,,,1.3337208501442266,
