,mean_acc_obs,mean_acc_bar,mean_vtheta,mean_r,total_mean_acc_bar
0,1.4699140065171486e-10,7.491662772742977e-11,1.9838609693810705e-15,0.6810774046744922,2.7951734894414956e-10
1,1.0019007370596148e-10,1.907335533631356e-11,2.6133208384993904e-15,2.0432322140234764,1.5855404088047239e-10
2,6.961922096416834e-11,9.376239658265932e-12,2.7514065513631316e-15,3.4053870233724606,1.0769276864267045e-10
3,5.39241271513559e-11,6.2351930713955475e-12,2.8932494236504845e-15,4.767541832721445,8.145259675325075e-11
4,4.3006715938190156e-11,4.970300006265037e-12,2.9268289769694256e-15,6.12969664207043,6.574632878706573e-11
5,3.7123987580410216e-11,4.605606894763015e-12,2.9811298594469545e-15,7.491851451419414,5.565045425539217e-11
6,3.39857217030806e-11,4.307738567233357e-12,3.111843011712328e-15,8.854006260768397,4.822339413823043e-11
7,2.8470258070631973e-11,4.088067947830733e-12,3.0559726982349996e-15,10.216161070117384,4.236674881525493e-11
8,2.5983768488500578e-11,3.795123378281019e-12,3.08062042044587e-15,11.578315879466366,3.744128446846245e-11
9,2.2849500223702524e-11,3.359083929790591e-12,3.050043623022122e-15,12.940470688815353,3.31640447848904e-11
10,1.7212891696449718e-11,2.922119957043835e-12,2.7853840062391423e-15,14.302625498164335,2.960935720132333e-11
11,,,,15.66478030751332,
12,,,,17.026935116862305,
13,,,,18.38908992621129,
14,,,,19.751244735560274,
15,,,,21.113399544909257,
16,,,,22.475554354258243,
17,,,,23.837709163607226,
18,,,,25.19986397295621,
19,,,,26.562018782305195,
20,,,,27.92417359165418,
21,,,,29.286328401003164,
22,,,,30.648483210352147,
23,,,,32.01063801970113,
24,,,,33.37279282905011,
25,,,,34.734947638399106,
26,,,,36.097102447748085,
27,,,,37.459257257097065,
28,,,,38.82141206644606,
29,,,,40.18356687579504,
