,mean_acc_obs,mean_acc_bar,mean_vtheta,mean_r,total_mean_acc_bar
0,6.480338099719294e-11,4.812651954886077e-11,5.447446009846287e-16,0.9349604528732809,1.488757649715377e-10
1,7.185585971787369e-11,2.1333405761939598e-11,2.6258792315178375e-15,2.8048813586198427,1.1241117012275305e-10
2,5.047429930574184e-11,1.3086684404971492e-11,2.721996014528131e-15,4.674802264366404,8.121441489235717e-11
3,5.1687387393480966e-11,9.549792588872725e-12,3.260117260241384e-15,6.544723170112967,6.378767056832303e-11
4,3.515371623769265e-11,8.079609390472471e-12,3.0883315148579375e-15,8.414644075859528,5.340454427066484e-11
5,3.454016290009989e-11,7.714547712637892e-12,3.366033101624716e-15,10.284564981606088,4.699088348206321e-11
6,3.5397912834334147e-11,7.580346964080245e-12,3.7082310258867165e-15,12.154485887352653,4.2295433223403646e-11
7,3.018143904995075e-11,7.043731105133001e-12,3.646121935451366e-15,14.024406793099214,3.795611275071194e-11
8,2.2329247882589442e-11,6.125398670401731e-12,3.355808046944651e-15,15.894327698845775,3.373313916175905e-11
9,1.8919926927540162e-11,5.340749676210763e-12,3.248349431568937e-15,17.764248604592336,3.01623102060288e-11
10,1.1611995909810583e-11,4.640843813565328e-12,2.6859484305379066e-15,19.6341695103389,2.7174546925937117e-11
11,,,,21.50409041608546,
12,,,,23.374011321832022,
13,,,,25.243932227578583,
14,,,,27.113853133325147,
15,,,,28.983774039071708,
16,,,,30.85369494481827,
17,,,,32.723615850564826,
18,,,,34.593536756311394,
19,,,,36.46345766205795,
20,,,,38.333378567804516,
21,,,,40.203299473551084,
22,,,,42.07322037929764,
23,,,,43.943141285044206,
24,,,,45.81306219079076,
25,,,,47.68298309653733,
26,,,,49.55290400228388,
27,,,,51.42282490803045,
28,,,,53.29274581377702,
29,,,,55.16266671952357,
