,mean_acc_obs,mean_acc_bar,mean_vtheta,mean_r,total_mean_acc_bar,g_obs
0,1.261028018512339e-10,1.9422032090935577e-10,6.874231204553808e-16,0.18795090204732404,4.179599395112972e-10,7.758893257372105e-11
1,1.3222066942166682e-10,1.4427882496001084e-10,1.4578082503539645e-15,0.5638527061419721,3.2283645708942625e-10,1.1631375062872781e-10
2,1.2683826339441273e-10,8.175608239945743e-11,1.9143512863805194e-15,0.9397545102366203,2.3041862898163633e-10,1.2034409127817863e-10
3,1.3092397043980573e-10,5.298157260889093e-11,2.2941873594686726e-15,1.3156563143312683,1.7858596491117946e-10,1.2345572448655133e-10
4,8.749229646961612e-11,3.845689587414506e-11,2.1386600457537e-15,1.6915581184259163,1.4914289766928543e-10,8.34434996008085e-11
5,7.521894508723234e-11,2.937247686349895e-11,2.1942543701230155e-15,2.0674599225205643,1.2665503830336975e-10,7.186753780942133e-11
6,6.47666532165567e-11,2.3056800708965485e-11,2.234818308882968e-15,2.443361726615213,1.1105432610538043e-10,6.308013242741043e-11
7,5.324428129259628e-11,1.8593333164107488e-11,2.1581633745226908e-15,2.8192635307098604,9.788475990462624e-11,5.0983410539034197e-11
8,4.4206594798857554e-11,1.537181632519711e-11,2.087744064438109e-15,3.195165334804509,8.806538000069471e-11,4.2097577121379035e-11
9,3.4211108311370044e-11,1.284449166557407e-11,1.949345548322261e-15,3.5710671388991564,7.98837402679102e-11,3.28379144886312e-11
10,3.0754630546061983e-11,1.0917974695760402e-11,1.9415356341445478e-15,3.946968942993805,7.329738245196525e-11,2.9472904999196083e-11
11,3.3618627323645716e-11,9.393666132985411e-12,2.1282027954136878e-15,4.322870747088453,6.783101453279937e-11,3.233327454570984e-11
12,2.918912310369761e-11,8.197670623670403e-12,2.056358051690824e-15,4.698772551183101,6.295492356735572e-11,2.7772116001946383e-11
13,2.6110414830709017e-11,7.207937608561045e-12,2.0616326938286167e-15,5.0746743552777485,5.870112829426929e-11,2.5847011058895508e-11
14,,,,5.450576159372397,,
15,,,,5.826477963467045,,
16,,,,6.202379767561693,,
17,,,,6.578281571656341,,
18,,,,6.95418337575099,,
19,,,,7.3300851798456375,,
20,,,,7.705986983940285,,
21,,,,8.081888788034934,,
22,,,,8.45779059212958,,
23,,,,8.83369239622423,,
24,,,,9.209594200318879,,
25,,,,9.585496004413525,,
26,,,,9.961397808508174,,
27,,,,10.337299612602823,,
28,,,,10.71320141669747,,
29,,,,11.089103220792119,,
