,mean_acc_obs,mean_acc_bar,mean_vtheta,mean_r,total_mean_acc_bar,g_obs
0,6.91207332655863e-11,4.390567070394162e-11,1.091309040035602e-15,0.5395101042548582,1.1545409852693198e-10,6.812269871869487e-11
1,5.180730761939906e-11,2.855366108713899e-11,1.6116097043182321e-15,1.6185303127645747,1.1576228696777183e-10,4.952161869385078e-11
2,5.0270344285300496e-11,1.539047929614367e-11,2.0648422929042043e-15,2.697550521274291,8.980946452456244e-11,4.87753178954919e-11
3,4.8657282375539666e-11,1.107559951676493e-11,2.3981692480585465e-15,3.776570729784008,7.416206673418401e-11,4.6995682196204625e-11
4,4.517605883022412e-11,8.77224880207321e-12,2.627429509081105e-15,4.855590938293724,6.335413177056375e-11,4.387488346376878e-11
5,3.9057885037761996e-11,7.32815381859885e-12,2.7095344604382253e-15,5.934611146803441,5.483415838204158e-11,3.817622762099257e-11
6,3.32534379337454e-11,6.536723036038611e-12,2.7140177561229738e-15,7.013631355313157,4.819976990694367e-11,3.2409949617839266e-11
7,2.5343377443068798e-11,5.808099413180381e-12,2.5398048786066988e-15,8.092651563822873,4.2480739366147645e-11,2.4598339204189646e-11
8,1.7052597068528742e-11,5.094444952322311e-12,2.2107545789432934e-15,9.17167177233259,3.779040908213048e-11,1.6444795756832597e-11
9,1.5334197883393694e-11,4.518173095371926e-12,2.222154715635477e-15,10.250691980842305,3.392328030490566e-11,1.4865904004375133e-11
10,1.3180542851368341e-11,4.043264952116082e-12,2.1325764724602437e-15,11.329712189352023,3.073929440012677e-11,1.2387574269715179e-11
11,9.045157860139666e-12,3.6340875620278133e-12,1.7833264342309422e-15,12.40873239786174,2.794811959427514e-11,7.909157012266647e-12
12,8.335707562570606e-12,3.2945415379124334e-12,1.82379728220727e-15,13.487752606371455,2.5553516042420005e-11,7.610434607317287e-12
13,1.141510813889849e-11,3.0197594830612545e-12,2.276657020883079e-15,14.566772814881173,2.3491771709621425e-11,1.098064351925052e-11
14,7.948163787653957e-12,2.7924891482323048e-12,1.9903351611844194e-15,15.645793023390889,2.1766613964333765e-11,7.813592747836547e-12
15,6.0300973113452486e-12,2.582287320921039e-12,1.7859244877915883e-15,16.724813231900605,2.0170689031566815e-11,5.8851946216361135e-12
16,,,,17.803833440410322,,
17,,,,18.88285364892004,,
18,,,,19.961873857429755,,
19,,,,21.04089406593947,,
20,,,,22.119914274449187,,
21,,,,23.198934482958904,,
22,,,,24.277954691468622,,
23,,,,25.356974899978336,,
24,,,,26.435995108488054,,
25,,,,27.51501531699777,,
26,,,,28.594035525507486,,
27,,,,29.673055734017204,,
28,,,,30.752075942526922,,
29,,,,31.831096151036633,,
