,mean_acc_obs,mean_acc_bar,mean_vtheta,mean_r,total_mean_acc_bar
0,1.5412371214379644e-11,2.213485673025779e-11,-1.1733762023655676e-16,0.02888724573595197,4.719177466755882e-11
1,6.594479384563353e-11,3.033086461552023e-11,5.248290931470775e-16,0.0866617372078559,8.445380736009043e-11
2,4.091865977497425e-12,3.008434477045006e-11,-5.903803149611101e-17,0.14443622867975983,1.0065280753264476e-10
3,6.803089902667879e-12,2.763423745726968e-11,1.0784865237221258e-16,0.20221072015166378,1.2414977321576254e-10
4,1.655261086532656e-11,2.4954950777033854e-11,3.7508969354483474e-16,0.2599852116235677,1.355367208474367e-10
5,1.550944757036149e-11,2.2070971515088385e-11,4.2167697597771163e-16,0.31775970309547164,1.297119325948549e-10
6,2.1313338595744867e-11,2.0615964923843852e-11,5.243108261264226e-16,0.3755341945673756,1.2385046682552407e-10
7,8.440620167283548e-12,1.8519740873721312e-11,3.4161107425919645e-16,0.4333086860392795,1.2048145538675246e-10
8,1.3942778592247297e-11,1.643579264321462e-11,4.796689593317758e-16,0.49108317751118347,1.1409530382820785e-10
9,,,,0.5488576689830873,
10,,,,0.6066321604549914,
11,,,,0.6644066519268952,
12,,,,0.7221811433987992,
13,,,,0.7799556348707031,
14,,,,0.8377301263426071,
15,,,,0.895504617814511,
16,,,,0.953279109286415,
17,,,,1.0110536007583188,
18,,,,1.068828092230223,
19,,,,1.1266025837021267,
20,,,,1.1843770751740306,
21,,,,1.2421515666459346,
22,,,,1.2999260581178387,
23,,,,1.3577005495897425,
24,,,,1.4154750410616463,
25,,,,1.4732495325335504,
26,,,,1.5310240240054545,
27,,,,1.5887985154773583,
28,,,,1.6465730069492621,
29,,,,1.7043474984211662,
