,mean_acc_obs,mean_acc_bar,mean_vtheta,mean_r,total_mean_acc_bar
0,8.101070431823387e-11,1.2316456994210861e-11,4.890081681699857e-16,0.0786638206211006,6.300165060621207e-11
1,4.1727537485583345e-11,2.771300940220386e-11,4.652476427675052e-16,0.23599146186330178,9.754594282318329e-11
2,6.787240835293169e-11,2.494938783198451e-11,8.792062663135087e-16,0.393319103105503,1.0685666070897845e-10
3,7.374019497502656e-11,1.9209819861627583e-11,1.109266789634706e-15,0.5506467443477041,9.182411764861709e-11
4,5.340146499199569e-11,1.4410558388350611e-11,1.0648395008265987e-15,0.7079743855899054,8.587042394996217e-11
5,4.9309656344804355e-11,1.1304748135872566e-11,1.1140079592461197e-15,0.8653020268321066,7.949937226838327e-11
6,4.586649584420061e-11,9.282380655646849e-12,1.1561531872504508e-15,1.0226296680743077,7.508315863477742e-11
7,4.367010912009812e-11,7.688732720178452e-12,1.229453744055117e-15,1.179957309316509,6.882633959261011e-11
8,2.8024956427425544e-11,6.481592471467597e-12,1.0648525057816332e-15,1.33728495055871,6.425219031158245e-11
9,2.2258876166637777e-11,5.501177284414813e-12,1.0148164894478268e-15,1.4946125918009114,5.978066717471859e-11
10,1.421933442696836e-11,4.770065734729616e-12,8.551344551923535e-16,1.6519402330431125,5.570811065273173e-11
11,9.39219250471034e-12,4.198418470072663e-12,7.243203647380775e-16,1.8092678742853137,5.2775721232425425e-11
12,5.981330645483367e-12,3.708185207685615e-12,6.065547501300645e-16,1.9665955155275148,4.981954694813984e-11
13,3.117260031832438e-12,3.315581032717519e-12,4.528886840814075e-16,2.123923156769716,4.7548667693835724e-11
14,3.2779398609185656e-12,3.011111660664878e-12,4.797725512986486e-16,2.2812507980119174,4.517444275573746e-11
15,2.843410588751374e-12,2.3040808432245924e-12,2.7618306887846824e-16,2.4385784392541185,3.89546477832333e-11
16,4.626240057094272e-12,2.1637877660360743e-12,5.113493405989391e-16,2.5959060804963197,3.698810705854763e-11
17,7.993824421911908e-12,2.0086706995118505e-12,8.894198708838283e-16,2.7532337217385208,3.5638846500453084e-11
18,,,,2.9105613629807223,
19,,,,3.0678890042229234,
20,,,,3.2252166454651245,
21,,,,3.3825442867073257,
22,,,,3.5398719279495268,
23,,,,3.697199569191728,
24,,,,3.854527210433929,
25,,,,4.01185485167613,
26,,,,4.169182492918331,
27,,,,4.326510134160533,
28,,,,4.483837775402734,
29,,,,4.641165416644935,
