,mean_acc_obs,mean_acc_bar,mean_vtheta,mean_r,total_mean_acc_bar
0,8.2877595484355e-10,7.004073154390281e-10,4.8063962838838155e-15,0.7831430140797632,1.4175753566602268e-09
1,4.6016839910929484e-10,2.0963943682326412e-10,5.931205556538952e-15,2.3494290422392896,6.218167337601481e-10
2,3.071859957894604e-10,1.1746774452217464e-10,6.278777412795817e-15,3.915715070398816,3.9023297448418824e-10
3,2.302190535459085e-10,7.61670072198936e-11,6.372558121877476e-15,5.482001098558342,2.7784729770418264e-10
4,1.7316081332248497e-10,5.5055079525439295e-11,6.265975033020539e-15,7.048287126717868,2.1415680407875303e-10
5,1.3815581065593245e-10,4.27541385041059e-11,6.186283852732567e-15,8.614573154877395,1.7382623153942954e-10
6,1.0678395881064745e-10,3.453415721040467e-11,5.893752480875056e-15,10.180859183036922,1.4534217159946263e-10
7,8.482357429886411e-11,2.8200445171851433e-11,5.645841391739276e-15,11.747145211196447,1.241533198104134e-10
8,6.869820177488074e-11,2.325149784221462e-11,5.385518292583101e-15,13.313431239355975,1.0777143118269253e-10
9,4.981628385508149e-11,1.9285975898094013e-11,4.764256016225433e-15,14.879717267515499,9.465920569112257e-11
10,3.456438914243195e-11,1.6118191196267736e-11,4.155845982998234e-15,16.446003295675027,8.394470288900104e-11
11,2.6790708084886907e-11,1.3635398967468456e-11,3.753712953595867e-15,18.01228932383455,7.504872770276784e-11
12,1.8712954106075572e-11,1.1677043302347902e-11,3.3195856282473297e-15,19.57857535199408,6.757982164021383e-11
13,1.7213999494668475e-11,1.0118469113953645e-11,3.3901065372219755e-15,21.144861380153607,6.124404384832892e-11
14,,,,22.71114740831313,
15,,,,24.277433436472656,
16,,,,25.843719464632187,
17,,,,27.41000549279171,
18,,,,28.976291520951236,
19,,,,30.542577549110764,
20,,,,32.10886357727029,
21,,,,33.675149605429816,
22,,,,35.24143563358934,
23,,,,36.80772166174887,
24,,,,38.374007689908396,
25,,,,39.94029371806792,
26,,,,41.506579746227445,
27,,,,43.072865774386976,
28,,,,44.6391518025465,
29,,,,46.205437830706025,
