,mean_acc_obs,mean_acc_bar,mean_vtheta,mean_r,total_mean_acc_bar
0,2.3715478968608386e-10,2.1506175859654844e-10,2.1326421734545622e-15,1.0244170830031236,4.311423971439846e-10
1,1.4259413533783999e-10,5.893576483341673e-11,3.851288745444322e-15,3.073251249009371,2.0100372054782293e-10
2,1.005728056150222e-10,3.563838114117153e-11,4.049216079379923e-15,5.1220854150156185,1.4631948675265605e-10
3,8.152119686261045e-11,2.471930762490658e-11,4.331536427340289e-15,7.170919581021865,1.1500267420708571e-10
4,6.78516501129509e-11,1.8444697166373764e-11,4.519430022390836e-15,9.219753747028113,9.344253326156862e-11
5,6.276545083402586e-11,1.561219278496389e-11,4.775931514180833e-15,11.26858791303436,7.963883010223285e-11
6,5.511706063657857e-11,1.3360892733210081e-11,4.861034528031084e-15,13.317422079040607,6.891438011895037e-11
7,4.672498251434488e-11,1.1715654729115736e-11,4.7656320531357344e-15,15.366256245046854,6.039719135433851e-11
8,3.40006509897559e-11,9.997701433838803e-12,4.334454187610892e-15,17.4150904110531,5.3207210641568645e-11
9,2.8238669033013762e-11,8.5407516427876e-12,4.163389009862578e-15,19.463924577059352,4.71766847771173e-11
10,2.046710173765481e-11,7.358100576068353e-12,3.740222620890215e-15,21.512758743065596,4.222425808849005e-11
11,1.57485247385981e-11,6.3890350619783834e-12,3.433083953276955e-15,23.56159290907184,3.8097833610879505e-11
12,1.4305618104635345e-11,5.580440735288543e-12,3.3859123318586042e-15,25.610427075078093,3.461986144640646e-11
13,,,,27.659261241084337,
14,,,,29.708095407090582,
15,,,,31.756929573096834,
16,,,,33.80576373910308,
17,,,,35.85459790510933,
18,,,,37.903432071115574,
19,,,,39.95226623712182,
20,,,,42.00110040312807,
21,,,,44.049934569134315,
22,,,,46.09876873514057,
23,,,,48.14760290114681,
24,,,,50.196437067153056,
25,,,,52.2452712331593,
26,,,,54.29410539916555,
27,,,,56.3429395651718,
28,,,,58.39177373117805,
29,,,,60.44060789718429,
