,mean_acc_obs,mean_acc_bar,mean_vtheta,mean_r,total_mean_acc_bar,g_obs
0,3.480875728315326e-11,4.072537950355591e-11,5.191630947177313e-16,0.1939522209770633,1.624545108569888e-10,4.288533330463351e-11
1,5.915109523161346e-11,3.305805657829261e-11,9.786215127684636e-16,0.5818566629311899,1.331093974167306e-10,5.0793650561341055e-11
2,6.777724328938083e-11,1.9103808355762858e-11,1.5269500465581984e-15,0.9697611048853165,9.774416225477511e-11,7.419605583321463e-11
3,4.549125035568488e-11,1.2965228400271451e-11,1.4475006431747988e-15,1.357665546839443,7.983627763412543e-11,4.762562141064847e-11
4,4.5592516611287525e-11,9.641741026175985e-12,1.6115112264881745e-15,1.7455699887935698,6.623456735639532e-11,4.5911906345718e-11
5,4.0277199259648576e-11,8.072285013082601e-12,1.6590819282106372e-15,2.1334744307476963,5.706436720049955e-11,3.981476391632565e-11
6,3.1868107626286755e-11,7.211284918197331e-12,1.5824715506350117e-15,2.521378872701823,5.085300883618659e-11,3.064994040885023e-11
7,2.401664060666015e-11,6.361438891564388e-12,1.4399795433863088e-15,2.9092833146559496,4.58261344445038e-11,2.1994928294605688e-11
8,1.1904813699554674e-11,5.4381470102213005e-12,1.0069295795937757e-15,3.297187756610076,4.136777211984952e-11,9.489655376283613e-12
9,,,,3.6850921985642024,,
10,,,,4.07299664051833,,
11,,,,4.460901082472455,,
12,,,,4.848805524426583,,
13,,,,5.236709966380709,,
14,,,,5.6246144083348355,,
15,,,,6.012518850288963,,
16,,,,6.400423292243088,,
17,,,,6.788327734197216,,
18,,,,7.176232176151342,,
19,,,,7.564136618105469,,
20,,,,7.952041060059595,,
21,,,,8.339945502013721,,
22,,,,8.727849943967849,,
23,,,,9.115754385921974,,
24,,,,9.503658827876102,,
25,,,,9.891563269830229,,
26,,,,10.279467711784354,,
27,,,,10.667372153738482,,
28,,,,11.055276595692607,,
29,,,,11.443181037646735,,
