,mean_acc_obs,mean_acc_bar,mean_vtheta,mean_r,total_mean_acc_bar
0,6.939901822439312e-10,4.3076044460824983e-10,4.387914193040062e-15,1.2147273886887737,8.806991566879061e-10
1,2.3590429335371887e-10,9.26910866208539e-11,5.3281931833221454e-15,3.6441821660663214,3.4031892088615974e-10
2,1.5864055707964316e-10,4.8971555121409343e-11,5.640893268159102e-15,6.073636943443869,2.1994316436573673e-10
3,1.203349402256928e-10,3.345346282465356e-11,5.81566258506201e-15,8.503091720821416,1.650577772167803e-10
4,1.0097284996600071e-10,2.614696634370037e-11,5.996456412643432e-15,10.932546498198963,1.3258665438837404e-10
5,8.536904192457133e-11,2.1368729143240646e-11,6.070567578487632e-15,13.36200127557651,1.099895075928548e-10
6,7.35892179385421e-11,1.7754634280273513e-11,6.114713292937419e-15,15.791456052954059,9.299143746292781e-11
7,6.180454316581705e-11,1.499870986843464e-11,6.006256555428192e-15,18.220910830331604,7.992864101752608e-11
8,5.211189236090407e-11,1.2830707990533168e-11,5.887995896096963e-15,20.650365607709155,6.967879505668783e-11
9,4.375017717893642e-11,1.1130010129832412e-11,5.650705179254511e-15,23.0798203850867,6.154030486982439e-11
10,3.411334629808496e-11,9.651398634961024e-12,5.273507850600624e-15,25.50927516246425,5.4835037598431465e-11
11,3.4087295568533285e-11,8.40321699349603e-12,5.474751358499563e-15,27.938729939841796,4.9278675510213624e-11
12,,,,30.368184717219343,
13,,,,32.79763949459689,
14,,,,35.22709427197444,
15,,,,37.65654904935198,
16,,,,40.08600382672954,
17,,,,42.51545860410708,
18,,,,44.944913381484625,
19,,,,47.374368158862175,
20,,,,49.803822936239726,
21,,,,52.23327771361727,
22,,,,54.66273249099481,
23,,,,57.09218726837237,
24,,,,59.521642045749914,
25,,,,61.95109682312746,
26,,,,64.38055160050502,
27,,,,66.81000637788256,
28,,,,69.2394611552601,
29,,,,71.66891593263765,
