,mean_acc_obs,mean_acc_bar,mean_vtheta,mean_r,total_mean_acc_bar,g_obs
0,1.9863593612763883e-09,4.405371533521051e-09,6.559881813942315e-15,0.6494002726541942,4.751645004151522e-09,2.0449160568630737e-09
1,7.260364888924891e-10,1.0157963073128395e-09,6.579626656603651e-15,1.9482008179625825,1.2605940663324344e-09,6.857482425115109e-10
2,4.25314296494922e-10,4.534292547758868e-10,6.5035345033063166e-15,3.2470013632709707,6.527090421521244e-10,4.019873143036447e-10
3,2.481079593351693e-10,2.7750099998701935e-10,5.679515158638369e-15,4.545801908579359,4.591525074209038e-10,2.1898175957323657e-10
4,1.8191658784594226e-10,2.0036728263500474e-10,5.505190191549951e-15,5.844602453887748,3.714032540327082e-10,1.600241763425361e-10
5,1.458043083658447e-10,1.5855413295795233e-10,5.290193756702843e-15,7.143402999196136,3.21010882214721e-10,1.209021230618929e-10
6,8.008375667657378e-11,1.2983879686963102e-10,4.055258657248854e-15,8.442203544504524,2.8415119407854995e-10,6.011422091741608e-11
7,5.274112113301187e-11,1.0908273930647644e-10,3.373362871158324e-15,9.741004089812913,2.5507092055836454e-10,3.605108311725067e-11
8,3.5337023749367575e-11,9.29723739675055e-11,2.8927244762485086e-15,11.039804635121302,2.3069234402023138e-10,2.3390993827301356e-11
9,2.217110883639723e-11,7.997750992069908e-11,2.045812903013138e-15,12.33860518042969,2.1001671108465835e-10,1.0467950996784345e-11
10,1.5997609049432752e-11,6.937933315986966e-11,1.023485122781378e-15,13.637405725738079,1.9181329036031226e-10,2.3704305123569942e-12
11,2.5643568533075654e-11,6.070584842709545e-11,1.6266102762482166e-15,14.936206271046466,1.7598609457756561e-10,5.4666672844665476e-12
12,2.3544145394485893e-11,5.354006947112992e-11,1.3693817167301937e-15,16.235006816354854,1.6219568679354023e-10,3.564449750104864e-12
13,2.7926905933730695e-11,4.761181980907447e-11,2.3066399396194053e-15,17.533807361663243,1.5012261061125327e-10,9.36438598087506e-12
14,2.6082933346118203e-11,4.2571549923186494e-11,2.4431585258221433e-15,18.83260790697163,1.3950717388872335e-10,9.781123711576252e-12
15,2.653165056774818e-11,3.819614272600094e-11,2.432572650641718e-15,20.13140845228002,1.3003892432218635e-10,9.070963106974232e-12
16,3.754381883603612e-11,3.439562263603759e-11,3.4685873369695963e-15,21.43020899758841,1.2159092317692193e-10,1.7325061451596475e-11
17,2.3158205018060017e-11,3.110050369582753e-11,1.6951176828981792e-15,22.729009542896797,1.140066390273056e-10,3.9013518474484766e-12
18,4.4967618408749496e-12,2.8222339987914672e-11,5.97378581655759e-17,24.027810088205186,1.0721840110385998e-10,4.583328926044509e-15
19,7.117553551434732e-12,2.5705071065014263e-11,-7.731452673478259e-16,25.326610633513575,1.0118011306875419e-10,7.283515547897193e-13
20,1.4595239277579652e-11,2.3494746613960054e-11,8.190743668193703e-16,26.625411178821963,9.571575110629995e-11,7.775821239407379e-13
21,1.1758900429102765e-11,2.1567152972957295e-11,9.066115722185041e-16,27.924211724130352,9.079100446640363e-11,9.083589840916959e-13
22,8.273520539271913e-12,1.9865965845190114e-11,1.8141872449050322e-16,29.22301226943874,8.635301368986122e-11,3.475642985057322e-14
23,1.0073676388254413e-11,1.8356630545330537e-11,1.1126686763544855e-15,30.52181281474713,8.229634830042013e-11,1.251749196346108e-12
24,1.3408031476427669e-11,1.7011517141358156e-11,2.1377100631264137e-15,31.820613360055514,7.85933078543165e-11,4.431849239801866e-12
25,1.385030369210202e-11,1.580723094049488e-11,2.0385234785993988e-15,33.1194139053639,7.518487040415697e-11,3.8720835038650606e-12
26,2.1782033496979268e-11,1.4729823353484395e-11,3.171891875402491e-15,34.418214450672295,7.204339088922943e-11,9.020785051527143e-12
27,1.679885646477857e-11,1.3758363134333787e-11,3.9253263020336125e-15,35.717014995980676,6.913241902646477e-11,1.331288848839162e-11
28,1.976781631349191e-11,1.2881028296171256e-11,4.489041866341036e-15,37.01581554128907,6.640416242669944e-11,1.6800256445899104e-11
29,2.465854061249151e-11,1.2087390404980873e-11,4.443056514590206e-15,38.314616086597454,6.387448923181286e-11,1.5899926555530807e-11
