,mean_acc_obs,mean_acc_bar,mean_vtheta,mean_r,total_mean_acc_bar
0,3.442569573822471e-12,1.8606697989331585e-11,-3.681704996427925e-17,0.0197270240300304,4.439709410599139e-11
1,6.675520170236049e-11,1.9414731312377774e-11,5.439745830228062e-16,0.0591810720900912,4.9021053385073975e-11
2,6.633788559111956e-11,2.0253535928139845e-11,6.081822517712273e-16,0.098635120150152,7.000352843712865e-11
3,7.782357574166471e-11,2.0549142865851612e-11,8.154078358428559e-16,0.1380891682102128,8.789073272601887e-11
4,6.508958282392745e-11,1.8365810207455985e-11,8.655724265819566e-16,0.1775432162702736,9.695150474575453e-11
5,3.971606079248534e-11,1.6975714374526098e-11,7.192428423338913e-16,0.2169972643303344,1.0067753850597582e-10
6,,,,0.2564513123903952,
7,,,,0.295905360450456,
8,,,,0.3353594085105168,
9,,,,0.37481345657057763,
10,,,,0.41426750463063844,
11,,,,0.45372155269069925,
12,,,,0.49317560075076,
13,,,,0.5326296488108209,
14,,,,0.5720836968708816,
15,,,,0.6115377449309425,
16,,,,0.6509917929910032,
17,,,,0.6904458410510641,
18,,,,0.7298998891111248,
19,,,,0.7693539371711857,
20,,,,0.8088079852312464,
21,,,,0.8482620332913073,
22,,,,0.887716081351368,
23,,,,0.9271701294114288,
24,,,,0.9666241774714897,
25,,,,1.0060782255315504,
26,,,,1.0455322735916113,
27,,,,1.0849863216516722,
28,,,,1.124440369711733,
29,,,,1.1638944177717936,
