,mean_acc_obs,mean_acc_bar,mean_vtheta,mean_r,total_mean_acc_bar,g_obs
0,8.33689704001766e-11,1.1259286465085353e-10,6.831659261538641e-16,0.19838465116178086,2.719769816662919e-10,7.260060635976426e-11
1,9.907956120533517e-11,6.615241476011451e-11,1.3223731105930994e-15,0.5951539534853426,2.0286856846669056e-10,9.067229705201314e-11
2,7.601783780614493e-11,3.5844972787305896e-11,1.4674214367461425e-15,0.9919232558089044,1.4046470719623964e-10,6.699271327727034e-11
3,6.593819997725476e-11,2.3042796586634242e-11,1.6277874751563876e-15,1.388692558132466,1.1424954436444841e-10,5.888236141592232e-11
4,5.7299932483875156e-11,1.6741464880213127e-11,1.7323794713619867e-15,1.7854618604560277,9.68073873661167e-11,5.1871809899340574e-11
5,5.36470151668028e-11,1.3260171229362383e-11,1.86514378747039e-15,2.1822311627795896,8.475909578802351e-11,4.9194868549429046e-11
6,4.2001265789492665e-11,1.1025610168956384e-11,1.798922882362157e-15,2.5790004651031513,7.576008231061137e-11,3.872305325006636e-11
7,3.423046791844792e-11,9.264491306045424e-12,1.760865995436348e-15,2.975769767426713,6.780450655118245e-11,3.215505139216657e-11
8,2.3731314576049025e-11,7.827167725973787e-12,1.5726986048086615e-15,3.3725390697502746,6.149384048297142e-11,2.26323648277299e-11
9,1.447145303113798e-11,6.689582839049332e-12,1.2778757754303117e-15,3.7693083720738363,5.567922722695251e-11,1.3369387998099474e-11
10,9.09322217904581e-12,5.73876140274597e-12,1.045969161756307e-15,4.166077674397398,5.110360123897688e-11,8.104128520444874e-12
11,8.436851208898895e-12,4.99685255729284e-12,1.0800835857655257e-15,4.5628469767209605,4.752740446258448e-11,7.889959059727544e-12
12,6.828630032286311e-12,4.4035510898621895e-12,9.870335289399442e-16,4.959616279044521,4.3900210359223954e-11,6.061940316958887e-12
13,7.429702829628227e-12,3.950685829812074e-12,1.1048844021660784e-15,5.356385581368084,4.091293387182855e-11,7.0332778509801695e-12
14,6.330199386808492e-12,3.583391261631981e-12,1.06783375578699e-15,5.753154883691645,3.820442633461687e-11,6.116417842233241e-12
15,3.039134079622274e-12,3.2754015792807555e-12,7.576888004283712e-16,6.149924186015207,3.6017974296437726e-11,2.88076542193118e-12
16,1.9058190593012283e-12,3.016824075984234e-12,6.195417850729193e-16,6.546693488338768,3.395695478035861e-11,1.809318897365093e-12
17,,,,6.9434627906623305,,
18,,,,7.340232092985891,,
19,,,,7.737001395309454,,
20,,,,8.133770697633015,,
21,,,,8.530539999956577,,
22,,,,8.92730930228014,,
23,,,,9.3240786046037,,
24,,,,9.720847906927261,,
25,,,,10.117617209250824,,
26,,,,10.514386511574386,,
27,,,,10.911155813897947,,
28,,,,11.307925116221508,,
29,,,,11.70469441854507,,
