,mean_acc_obs,mean_acc_bar,mean_vtheta,mean_r,total_mean_acc_bar,g_obs
0,1.2634402063583796e-10,1.113925908578008e-11,1.0145958215861645e-16,0.10075426267525658,6.675232372750526e-11,3.1529612363507e-12
1,3.1996474900226573e-11,1.7536750697439288e-11,4.29253411115818e-16,0.3022627880257698,9.718015191274941e-11,1.881216364077574e-11
2,4.0999610509992334e-11,1.4924753749414445e-11,7.833315399419231e-16,0.5037713133762829,9.624341271442596e-11,3.758838917680088e-11
3,4.229201271089877e-11,1.1532307327596022e-11,9.547043677240993e-16,0.7052798387267961,8.429588623525006e-11,3.9881572274783595e-11
4,5.4609633444546436e-11,8.778590657511542e-12,1.2511230044555076e-15,0.9067883640773092,7.896243080893427e-11,5.3270896083503166e-11
5,6.403752315563162e-11,6.858143438786203e-12,1.5080793878405342e-15,1.1082968894278225,7.237840233257263e-11,6.332689808012002e-11
6,5.363505177101506e-11,5.7034614038614076e-12,1.4843902357874421e-15,1.3098054147783356,6.599665245856545e-11,5.1914098656056776e-11
7,4.4785189246001326e-11,4.796998830216313e-12,1.4580356863828472e-15,1.511313940128849,6.038260023014312e-11,4.340877608219673e-11
8,3.419287766283012e-11,4.148565756595621e-12,1.3444413569901154e-15,1.7128224654793618,5.4352131992186066e-11,3.2566215938557965e-11
9,2.2217244573019263e-11,3.560360836701291e-12,1.1646678144678917e-15,1.9143309908298751,4.97762040292707e-11,2.18666895661054e-11
10,1.7345397343575583e-11,3.0972580774776262e-12,1.0809195122079455e-15,2.1158395161803885,4.671617221950093e-11,1.7041189699612196e-11
11,1.2844924426400697e-11,2.701247914853723e-12,9.791178775463395e-16,2.3173480415309013,4.353789441505772e-11,1.2766581358220845e-11
12,1.1778128729190995e-11,2.3896099762969408e-12,9.872001543419491e-16,2.5188565668814147,4.0710719052088373e-11,1.1939961132320056e-11
13,9.58139632765111e-12,2.1266669488404694e-12,9.102099154068612e-16,2.720365092231928,3.811707579943719e-11,9.3983551596241e-12
14,,,,2.921873617582441,,
15,,,,3.123382142932954,,
16,,,,3.3248906682834676,,
17,,,,3.5263991936339805,,
18,,,,3.7279077189844934,,
19,,,,3.9294162443350067,,
20,,,,4.13092476968552,,
21,,,,4.332433295036033,,
22,,,,4.533941820386547,,
23,,,,4.73545034573706,,
24,,,,4.9369588710875725,,
25,,,,5.138467396438086,,
26,,,,5.339975921788598,,
27,,,,5.541484447139112,,
28,,,,5.742992972489626,,
29,,,,5.944501497840138,,
