,mean_acc_obs,mean_acc_bar,mean_vtheta,mean_r,total_mean_acc_bar
0,5.794283309859597e-12,0.0,-6.079340247817307e-17,0.04072754893585213,0.0
1,2.774453047498223e-11,3.3103584060590082e-12,2.595167633846142e-16,0.12218264680755639,2.0117819346094496e-11
2,1.5559806450147273e-11,5.034699295405994e-12,2.3364408809294487e-16,0.20363774467926066,3.831347195667627e-11
3,2.3248042864679503e-11,7.139622038438535e-12,3.451694862186026e-16,0.2850928425509649,5.3445891975271e-11
4,3.912022017165741e-11,7.661725163162707e-12,6.023237622818852e-16,0.36654794042266914,6.135222538827608e-11
5,2.4625053641321133e-11,7.236355769010353e-12,5.356163459072572e-16,0.4480030382943734,5.817963097362206e-11
6,3.5011916791797055e-11,6.641669581629008e-12,6.283033379757757e-16,0.5294581361660777,5.94509107600837e-11
7,3.3058213547289767e-11,5.87284582070713e-12,7.161263969255249e-16,0.6109132340377819,5.831212395361787e-11
8,2.087293498423804e-11,5.187179078910215e-12,6.572502976187134e-16,0.6923683319094862,5.5173382116835826e-11
9,1.5794530457111712e-11,4.559090358015499e-12,5.928850064413968e-16,0.7738234297811903,5.327046434281366e-11
10,2.3085054468731096e-11,4.10446275932808e-12,7.832004992947482e-16,0.8552785276528947,5.023922799269081e-11
11,1.3872542876013786e-11,3.365604772009594e-12,6.603270171955402e-16,0.9367336255245989,4.54178720439784e-11
12,,,,1.0181887233963032,
13,,,,1.0996438212680073,
14,,,,1.1810989191397117,
15,,,,1.262554017011416,
16,,,,1.3440091148831201,
17,,,,1.4254642127548245,
18,,,,1.5069193106265288,
19,,,,1.588374408498233,
20,,,,1.669829506369937,
21,,,,1.7512846042416415,
22,,,,1.8327397021133458,
23,,,,1.91419479998505,
24,,,,1.9956498978567543,
25,,,,2.077104995728458,
26,,,,2.1585600936001628,
27,,,,2.2400151914718673,
28,,,,2.321470289343571,
29,,,,2.4029253872152756,
