,mean_acc_obs,mean_acc_bar,mean_vtheta,mean_r,total_mean_acc_bar
0,6.607725912081377e-12,8.284337579050445e-12,2.1211853312681613e-16,0.4327331369356461,7.39407188684593e-11
1,2.7217213078047707e-11,9.649038506547331e-13,1.7199463632049761e-15,1.2981994108069381,2.7189172762167883e-11
2,2.0965154616713198e-11,1.015813710180463e-12,1.6345777191115685e-15,2.1636656846782305,2.2264395661867446e-11
3,1.5147443844752004e-11,1.1009234846959437e-12,1.5248545357943923e-15,3.0291319585495224,1.9117946989143263e-11
4,1.1716850897863193e-11,1.1616928195911953e-12,1.4359459589637696e-15,3.894598232420815,1.6828521635902254e-11
5,8.20599026851394e-12,1.1921963860347235e-12,1.2930707215202663e-15,4.760064506292107,1.4993435718298212e-11
6,7.158436018840017e-12,1.2088931788374217e-12,1.2950198159230826e-15,5.625530780163398,1.3471072009086981e-11
7,6.815466630881527e-12,1.1563429537278572e-12,1.3386965565402877e-15,6.4909970540346915,1.2117013084748506e-11
8,,,,7.356463327905983,
9,,,,8.221929601777276,
10,,,,9.087395875648568,
11,,,,9.95286214951986,
12,,,,10.81832842339115,
13,,,,11.683794697262444,
14,,,,12.549260971133737,
15,,,,13.414727245005029,
16,,,,14.28019351887632,
17,,,,15.145659792747612,
18,,,,16.011126066618907,
19,,,,16.8765923404902,
20,,,,17.74205861436149,
21,,,,18.60752488823278,
22,,,,19.472991162104073,
23,,,,20.338457435975364,
24,,,,21.203923709846656,
25,,,,22.06938998371795,
26,,,,22.934856257589242,
27,,,,23.800322531460534,
28,,,,24.665788805331825,
29,,,,25.53125507920312,
