,mean_acc_obs,mean_acc_bar,mean_vtheta,mean_r,total_mean_acc_bar
0,5.512207842451526e-11,0.0,-7.757189798944696e-17,0.033805629437833606,0.0
1,1.8620947668624474e-11,7.52022256868885e-12,-2.6784342545682246e-17,0.10141688831350082,3.191521039703859e-11
2,1.0158798103232688e-11,8.282391107578676e-12,1.897934770984087e-16,0.16902814718916803,5.438891810315968e-11
3,7.687293329216928e-12,1.040840035682631e-11,1.4416043351783383e-16,0.23663940606483524,7.425854707082331e-11
4,9.885571883109376e-12,1.1451312976906945e-11,1.3449756031052993e-16,0.30425066494050246,8.531391501274365e-11
5,3.065369830722597e-12,1.0230505884428064e-11,1.7857987805098188e-16,0.37186192381616967,8.326426076723544e-11
6,3.6718143790019095e-12,9.898505930759977e-12,1.9173186365761802e-16,0.4394731826918369,8.23256369536859e-11
7,2.273754428710792e-12,9.129940206479783e-12,1.401268171113535e-16,0.5070844415675041,7.597220685615806e-11
8,4.4783487822683346e-12,7.982845305269537e-12,2.2963526015681745e-16,0.5746957004431713,7.407722409280533e-11
9,1.5628716496451814e-12,7.178285987021121e-12,1.5952870771791024e-16,0.6423069593188385,7.103774165957097e-11
10,,,,0.7099182181945057,
11,,,,0.777529477070173,
12,,,,0.8451407359458402,
13,,,,0.9127519948215074,
14,,,,0.9803632536971746,
15,,,,1.047974512572842,
16,,,,1.115585771448509,
17,,,,1.1831970303241763,
18,,,,1.2508082891998433,
19,,,,1.3184195480755108,
20,,,,1.3860308069511778,
21,,,,1.4536420658268452,
22,,,,1.5212533247025122,
23,,,,1.5888645835781796,
24,,,,1.6564758424538466,
25,,,,1.724087101329514,
26,,,,1.791698360205181,
27,,,,1.8593096190808485,
28,,,,1.9269208779565155,
29,,,,1.994532136832183,
