,mean_acc_obs,mean_acc_bar,mean_vtheta,mean_r,total_mean_acc_bar,g_obs
0,1.956090057833326e-11,0.0,9.611046871229537e-17,0.031485579465779984,0.0,9.05369003233287e-12
1,8.555443096219782e-12,5.219340846878693e-12,-1.0483757449406192e-16,0.09445673839733995,1.9280634636008266e-11,3.59084703930109e-12
2,4.392835462131338e-12,8.93067851475623e-12,-3.5791590237333945e-17,0.15742789732889992,6.208236903766602e-11,2.511170589428695e-13
3,3.961624011962626e-12,1.2037497688488854e-11,-1.9801543345146713e-18,0.22039905626045989,7.531331973957194e-11,5.490150789667104e-16
4,3.839359856538735e-12,1.1912868711088465e-11,1.269922430625184e-16,0.2833702151920199,7.753223972702647e-11,1.7562895212207569e-12
5,5.011234165881392e-12,1.1336639215790731e-11,-8.318094854589045e-17,0.3463413741235798,8.297951211660382e-11,6.165088041906571e-13
6,3.2533575360838167e-12,1.0610774601572264e-11,1.26395060418925e-16,0.4093125330551398,8.362133850666812e-11,1.2044841309543707e-12
7,4.494866640801791e-12,9.700762220788758e-12,1.3394945858990237e-16,0.4722836919866997,8.253826404847996e-11,1.1723975366992905e-12
8,5.880357816361768e-12,8.765087534905636e-12,2.6746575091684536e-16,0.5352548509182598,7.970407142608527e-11,4.124503405477996e-12
9,7.925304474638716e-12,7.404826881012558e-12,3.6923645734761713e-16,0.5982260098498198,7.716598249411799e-11,7.032986457624181e-12
10,3.50478520033626e-12,6.561375925243035e-12,2.6923851675938226e-16,0.6611971687813796,7.514605379467098e-11,3.3832907016019942e-12
11,,,,0.7241683277129396,,
12,,,,0.7871394866444996,,
13,,,,0.8501106455760596,,
14,,,,0.9130818045076194,,
15,,,,0.9760529634391795,,
16,,,,1.0390241223707395,,
17,,,,1.1019952813022995,,
18,,,,1.1649664402338593,,
19,,,,1.2279375991654193,,
20,,,,1.2909087580969794,,
21,,,,1.3538799170285394,,
22,,,,1.4168510759600992,,
23,,,,1.4798222348916592,,
24,,,,1.5427933938232192,,
25,,,,1.6057645527547793,,
26,,,,1.668735711686339,,
27,,,,1.731706870617899,,
28,,,,1.794678029549459,,
29,,,,1.8576491884810191,,
