,mean_acc_obs,mean_acc_bar,mean_vtheta,mean_r,total_mean_acc_bar
0,5.31660019211429e-10,8.044829436856463e-10,3.2501839549997243e-15,0.6150064141650258,1.2756480505231636e-09
1,2.751567146030427e-10,1.8097001454256332e-10,3.9984550680510876e-15,1.8450192424950773,4.31985348945186e-10
2,1.8107676961960163e-10,8.979918815979895e-11,4.283919553351282e-15,3.075032070825129,2.657538983851887e-10
3,1.4627290511916286e-10,6.066076209963834e-11,4.515005124139936e-15,4.30504489915518,2.0055593669980859e-10
4,1.2101649443784528e-10,4.654978756243349e-11,4.644875011069561e-15,5.535057727485232,1.632942968717464e-10
5,1.0963687710293637e-10,3.896808295317554e-11,4.878827674824929e-15,6.765070555815283,1.3963862420744467e-10
6,9.390585452862281e-11,3.23718100274594e-11,4.890207359545335e-15,7.995083384145335,1.2066601704807005e-10
7,7.724980972283102e-11,2.64876832430362e-11,4.750530854036948e-15,9.225096212475385,1.0528755508265209e-10
8,6.454316577093381e-11,2.1768175609358e-11,4.617379555027556e-15,10.45510904080544,9.310038145240012e-11
9,4.431145967128454e-11,1.8059071063979416e-11,3.896629441065444e-15,11.68512186913549,8.33555266350415e-11
10,2.814512444996796e-11,1.523759841767634e-11,3.2849329413639016e-15,12.915134697465541,7.547235840467587e-11
11,1.630852140251668e-11,1.3050686535973132e-11,2.7079324343770505e-15,14.145147525795593,6.903287204519022e-11
12,1.0897472046244027e-11,1.1347342105088798e-11,2.2942689223182712e-15,15.375160354125644,6.365134578771137e-11
13,8.227422179893303e-12,9.977325528280777e-12,2.0523108553447613e-15,16.605173182455694,5.899459063839378e-11
14,1.117871848683182e-11,8.842583341633312e-12,2.513284949953901e-15,17.835186010785748,5.4914508358220315e-11
15,6.503519837049644e-12,7.887846469249241e-12,1.9529541894768593e-15,19.0651988391158,5.133556275919279e-11
16,8.431958646602302e-12,6.404989549092798e-12,2.408635145902267e-15,20.295211667445848,4.532558507785224e-11
17,7.498213857629495e-12,5.8231548554675155e-12,2.3261803994062688e-15,21.525224495775902,4.275990754596314e-11
18,,,,22.755237324105956,
19,,,,23.985250152436006,
20,,,,25.215262980766056,
21,,,,26.44527580909611,
22,,,,27.67528863742616,
23,,,,28.90530146575621,
24,,,,30.135314294086264,
25,,,,31.365327122416314,
26,,,,32.595339950746364,
27,,,,33.82535277907642,
28,,,,35.05536560740647,
29,,,,36.28537843573652,
