,mean_acc_obs,mean_acc_bar,mean_vtheta,mean_r,total_mean_acc_bar
0,1.0849370287681397e-11,1.6339014501624606e-12,2.1480122664116283e-16,0.03848926093326565,9.416128483919708e-11
1,2.1134359183401514e-11,1.7774474706744115e-12,3.872644472895432e-16,0.11546778279979694,9.906145639602728e-11
2,3.1862881215966986e-11,2.020715093151578e-12,6.649779131974125e-16,0.19244630466632823,9.973542245314902e-11
3,,,,0.26942482653285954,
4,,,,0.34640334839939085,
5,,,,0.4233818702659221,
6,,,,0.5003603921324534,
7,,,,0.5773389139989847,
8,,,,0.654317435865516,
9,,,,0.7312959577320474,
10,,,,0.8082744795985787,
11,,,,0.8852530014651099,
12,,,,0.9622315233316412,
13,,,,1.0392100451981725,
14,,,,1.1161885670647038,
15,,,,1.1931670889312351,
16,,,,1.2701456107977664,
17,,,,1.3471241326642978,
18,,,,1.424102654530829,
19,,,,1.5010811763973604,
20,,,,1.5780596982638917,
21,,,,1.655038220130423,
22,,,,1.7320167419969543,
23,,,,1.8089952638634856,
24,,,,1.8859737857300167,
25,,,,1.962952307596548,
26,,,,2.0399308294630796,
27,,,,2.1169093513296104,
28,,,,2.193887873196142,
29,,,,2.270866395062673,
