,mean_acc_obs,mean_acc_bar,mean_vtheta,mean_r,total_mean_acc_bar
0,8.95976002684482e-12,2.232972970250204e-11,-5.804182231685763e-17,0.0279223232760734,9.38461145610074e-11
1,8.0307969017083e-12,3.1463233026744215e-11,3.6410740631125824e-17,0.0837669698282202,1.1191916599256271e-10
2,1.2021429784218374e-11,3.1436672571166806e-11,2.037390873918995e-16,0.139611616380367,1.2831218369327483e-10
3,5.523406665106754e-12,2.9081634639262187e-11,6.796782306639229e-17,0.19545626293251378,1.284099469427418e-10
4,5.149727041211219e-12,2.6769197538821635e-11,1.3961555004000124e-16,0.2513009094846606,1.344870582038018e-10
5,2.2239310907383006e-11,2.3517653236200227e-11,4.2961509312477396e-16,0.3071455560368074,1.3110961093013505e-10
6,2.779156915846979e-11,2.0366909677398213e-11,5.809637523219498e-16,0.3629902025889542,1.3085972428378897e-10
7,6.039778184336704e-12,1.8002913595816483e-11,2.382833898875092e-16,0.418834849141101,1.2769024089177666e-10
8,,,,0.4746794956932478,
9,,,,0.5305241422453946,
10,,,,0.5863687887975414,
11,,,,0.6422134353496882,
12,,,,0.6980580819018349,
13,,,,0.7539027284539818,
14,,,,0.8097473750061286,
15,,,,0.8655920215582753,
16,,,,0.9214366681104222,
17,,,,0.977281314662569,
18,,,,1.033125961214716,
19,,,,1.0889706077668626,
20,,,,1.1448152543190093,
21,,,,1.2006599008711563,
22,,,,1.256504547423303,
23,,,,1.3123491939754497,
24,,,,1.3681938405275966,
25,,,,1.4240384870797433,
26,,,,1.47988313363189,
27,,,,1.535727780184037,
28,,,,1.5915724267361837,
29,,,,1.6474170732883304,
