,mean_acc_obs,mean_acc_bar,mean_vtheta,mean_r,total_mean_acc_bar
0,8.635171380606128e-10,8.152992932813658e-10,5.7377643734849315e-15,1.0542872377660264,1.2473039948994536e-09
1,3.8342496793403977e-10,2.346743422484233e-10,6.417118741655034e-15,3.162861713298079,5.121806935774035e-10
2,2.405223324666927e-10,1.117609599720797e-10,6.451258490241231e-15,5.2714361888301315,3.11360112012696e-10
3,1.6801303774663763e-10,6.725695347719272e-11,6.3192617077618e-15,7.380010664362185,2.222255897467249e-10
4,1.360773834626357e-10,4.6300314142394746e-11,6.398846316552898e-15,9.488585139894237,1.7224498986003028e-10
5,1.0956812572661834e-10,3.434052383156071e-11,6.376823204981595e-15,11.597159615426289,1.3885688012113593e-10
6,8.592740823289358e-11,2.6585170529871233e-11,6.100846070258e-15,13.705734090958344,1.1500338726135528e-10
7,6.511696396633866e-11,2.102015494437733e-11,5.671734075927952e-15,15.814308566490396,9.735371463744299e-11
8,4.952150206110632e-11,1.6940957245844568e-11,5.2934829513646525e-15,17.92288304202245,8.389900585474587e-11
9,4.0348959338009794e-11,1.3994572655836517e-11,5.10158609639287e-15,20.0314575175545,7.340114981232879e-11
10,3.580516583878417e-11,1.188835168869776e-11,5.014095429255899e-15,22.140031993086552,6.51430242360886e-11
11,2.6210579567027267e-11,1.0273988057171563e-11,4.452837292144272e-15,24.248606468618608,5.860224674330888e-11
12,1.979728226353224e-11,8.939158237652524e-12,4.0682365452405756e-15,26.35718094415066,5.310916997670476e-11
13,1.6052338554000326e-11,7.840132381268283e-12,3.832217596061473e-15,28.465755419682715,4.8428870318455354e-11
14,1.2333373075764858e-11,6.930246350258734e-12,3.4718135195482798e-15,30.574329895214767,4.4370289226371826e-11
15,1.1920188639830664e-11,6.170884511580576e-12,3.513870450831727e-15,32.68290437074682,4.0816857583179557e-11
16,1.1502462046319366e-11,5.5307819491534524e-12,3.573913888672003e-15,34.79147884627887,3.769652923506872e-11
17,9.185473438629246e-12,4.993284386426685e-12,3.3114641746190248e-15,36.90005332181092,3.4981329065377677e-11
18,8.822563048310992e-12,4.538050184185424e-12,3.335630237020942e-15,39.008627797342974,3.259270785540606e-11
19,8.103586253201012e-12,4.145292245780441e-12,3.280863019843834e-15,41.117202272875026,3.0507947412594236e-11
20,8.09449898475972e-12,3.804895676381425e-12,3.365537676714485e-15,43.225776748407085,2.8637069742722782e-11
21,7.860101822306487e-12,3.5116921723959292e-12,3.370119381405652e-15,45.33435122393914,2.696038006787942e-11
22,8.45762413211442e-12,2.8217422159512198e-12,3.761219201414076e-15,47.44292569947119,2.2846852242927277e-11
23,8.926833062931268e-12,2.640022149963123e-12,3.917512636641922e-15,49.55150017500324,2.1713845143709417e-11
24,8.114611378743054e-12,2.475806736166162e-12,3.85875841898048e-15,51.66007465053529,2.0673955532343383e-11
25,8.459215810156222e-12,2.3270477741785824e-12,3.959534967432899e-15,53.768649126067345,1.972051490560511e-11
26,5.797451348753851e-12,2.1919493874539944e-12,3.373940435213406e-15,55.8772236015994,1.8842331161982803e-11
27,5.565199643304702e-12,2.069906718292971e-12,3.3350271695504714e-15,57.98579807713145,1.8034349985894954e-11
28,,,,60.09437255266351,
29,,,,62.20294702819556,
