,mean_acc_obs,mean_acc_bar,mean_vtheta,mean_r,total_mean_acc_bar
0,1.0526992744085288e-10,1.352528915891932e-11,1.4116517872185422e-15,0.7151270336035762,7.313692706796917e-11
1,6.799783038428823e-11,1.477211749144332e-11,2.1647379146104042e-15,2.1453811008107286,1.0289485428154765e-10
2,5.070211037006225e-11,8.795432440022589e-12,2.4252408764254068e-15,3.575635168017881,7.589900212579006e-11
3,4.442122388439885e-11,6.507522111155059e-12,2.6762917356813045e-15,5.005889235225034,6.081484068161094e-11
4,3.9859945820684394e-11,5.839670045508688e-12,2.8579539633053523e-15,6.4361433024321855,5.179390404504981e-11
5,3.350351999848477e-11,5.462363199513525e-12,2.887076943541672e-15,7.866397369639339,4.5192304439682736e-11
6,2.7103530135346013e-11,4.933395161682289e-12,2.8285180879600858e-15,9.296651436846492,3.9657860110675164e-11
7,2.1322292938051196e-11,4.420600072342717e-12,2.6883076977513403e-15,10.726905504053644,3.5157527189178176e-11
8,1.614438565329448e-11,3.922222378023856e-12,2.5151692216149158e-15,12.157159571260795,3.138778351553751e-11
9,1.5938704596786207e-11,3.62198046486716e-12,2.6372952458684666e-15,13.587413638467947,2.837267163756267e-11
10,1.501702422048293e-11,3.4109208910466644e-12,2.6757698543565397e-15,15.017667705675102,2.588175428648187e-11
11,1.217864597127985e-11,3.1245436709786877e-12,2.544930304444277e-15,16.447921772882253,2.364037575508271e-11
12,1.0623232554676478e-11,2.8207440985215285e-12,2.452765156756251e-15,17.878175840089405,2.1684123234462446e-11
13,1.0283513972929862e-11,2.5282947244258448e-12,2.5066015628474923e-15,19.308429907296556,2.0008109371959477e-11
14,,,,20.73868397450371,
15,,,,22.168938041710863,
16,,,,23.599192108918015,
17,,,,25.029446176125166,
18,,,,26.45970024333232,
19,,,,27.889954310539473,
20,,,,29.320208377746624,
21,,,,30.750462444953776,
22,,,,32.18071651216093,
23,,,,33.610970579368086,
24,,,,35.04122464657523,
25,,,,36.47147871378239,
26,,,,37.90173278098953,
27,,,,39.33198684819669,
28,,,,40.76224091540385,
29,,,,42.192494982610995,
