,mean_acc_obs,mean_acc_bar,mean_vtheta,mean_r,total_mean_acc_bar
0,,,,0.5139968150551429,
1,,,,1.5419904451654287,
2,,,,2.5699840752757144,
3,,,,3.5979777053860005,
4,,,,4.625971335496287,
5,,,,5.653964965606573,
6,,,,6.681958595716858,
7,,,,7.709952225827144,
8,,,,8.73794585593743,
9,,,,9.765939486047717,
10,,,,10.793933116158001,
11,,,,11.821926746268288,
12,,,,12.849920376378574,
13,,,,13.877914006488858,
14,,,,14.905907636599146,
15,,,,15.93390126670943,
16,,,,16.961894896819715,
17,,,,17.989888526930002,
18,,,,19.01788215704029,
19,,,,20.045875787150575,
20,,,,21.07386941726086,
21,,,,22.101863047371147,
22,,,,23.129856677481435,
23,,,,24.157850307591715,
24,,,,25.185843937702003,
25,,,,26.21383756781229,
26,,,,27.241831197922576,
27,,,,28.26982482803286,
28,,,,29.297818458143148,
29,,,,30.325812088253436,
