,mean_acc_obs,mean_acc_bar,mean_vtheta,mean_r,total_mean_acc_bar,g_obs
0,6.90874003965976e-11,2.0359660566918126e-11,4.4175305946078884e-16,0.17591902051984298,1.0346318395816606e-10,3.423278680645388e-11
1,6.02200031753486e-11,1.90026853794824e-11,8.490403122535534e-16,0.527757061559529,1.1043908238990694e-10,4.2152029605792894e-11
2,5.212639613586235e-11,1.1395367728291607e-11,1.0884079549756901e-15,0.8795951025992149,8.898568176285188e-11,4.156200915552289e-11
3,4.017573452150409e-11,7.768921646571687e-12,1.1275242543269861e-15,1.2314331436389008,7.515351079756369e-11,3.185934692228441e-11
4,4.380197672464364e-11,6.051195025377004e-12,1.4600483967978093e-15,1.583271184678587,6.460652316013163e-11,4.15503912421443e-11
5,3.929792722612948e-11,5.1634057080011376e-12,1.5304476027834792e-15,1.9351092257182727,5.7494670992068587e-11,3.7353161810763257e-11
6,3.476819458843463e-11,4.619863471138303e-12,1.574550406392869e-15,2.2869472667579585,5.1586727030111756e-11,3.3454374005471854e-11
7,3.174844572422832e-11,4.1419895497042825e-12,1.6204520591565193e-15,2.6387853077976446,4.751797492952639e-11,3.0708898459705e-11
8,3.0241275034666884e-11,3.744587206163797e-12,1.6857741223200561e-15,2.990623348837331,4.397429521293214e-11,2.9324658805760256e-11
9,2.9551470641365267e-11,3.3511153652505643e-12,1.7539099599438072e-15,3.342461389877017,4.061042090030368e-11,2.8401685309556567e-11
10,2.1061200931810586e-11,2.9970843124492193e-12,1.5596918957498752e-15,3.6942994309167023,3.766147087385578e-11,2.0320830801666063e-11
11,1.2323395129649867e-11,2.667544314694855e-12,1.2607400386782817e-15,4.0461374719563885,3.491427089778963e-11,1.2122895965985844e-11
12,1.0494798836872434e-11,2.412919884046703e-12,1.2088587721604554e-15,4.397975512996075,3.258314732243809e-11,1.0254022059536635e-11
13,,,,4.749813554035761,,
14,,,,5.101651595075446,,
15,,,,5.453489636115132,,
16,,,,5.805327677154819,,
17,,,,6.157165718194505,,
18,,,,6.50900375923419,,
19,,,,6.860841800273876,,
20,,,,7.212679841313562,,
21,,,,7.564517882353249,,
22,,,,7.916355923392934,,
23,,,,8.26819396443262,,
24,,,,8.620032005472307,,
25,,,,8.971870046511992,,
26,,,,9.32370808755168,,
27,,,,9.675546128591364,,
28,,,,10.027384169631048,,
29,,,,10.379222210670736,,
