mean_a_r_py,mean_a_r_total_py,mean_r
4.689960628848074e-13,5.7960420330439485e-12,0.07944505855618887
1.1087868766309348e-12,1.3260655520381157e-11,0.2383351756685666
1.6911566273673318e-12,2.1531681235519837e-11,0.3972252927809443
2.276035847181142e-12,2.7662426814500683e-11,0.5561154098933221
2.6339192947240205e-12,3.228770038358223e-11,0.7150055270056999
3.1027123319678306e-12,3.765222516134758e-11,0.8738956441180776
3.1256254833344207e-12,3.8390582636837096e-11,1.0327857612304552
3.078340671252713e-12,3.979391729959775e-11,1.1916758783428332
3.0929043740065924e-12,4.005382165637546e-11,1.3505659954552107
3.0079533022736915e-12,4.0117626487115514e-11,1.5094561125675887
2.8608969187633065e-12,3.9494893166530894e-11,1.6683462296799663
2.8694793341202964e-12,3.85853965180367e-11,1.827236346792344
2.714413554557898e-12,3.786297871434558e-11,1.9861264639047218
2.083896872641387e-12,3.582825846725193e-11,2.1450165810170994
2.06925879440072e-12,3.579048461680216e-11,2.3039066981294773
2.100374371918897e-12,3.366061497609983e-11,2.4627968152418553
1.6873570660415678e-12,3.283114633139865e-11,2.6216869323542324
1.85224481443071e-12,3.194153044147078e-11,2.7805770494666104
1.7201910233490486e-12,2.993705474903287e-11,2.9394671665789884
1.2476500649163493e-12,2.862568109367848e-11,3.098357283691366
1.1712794231490088e-12,2.8135268585653817e-11,3.2572474008037435
1.2054560518716045e-12,2.7296321399679676e-11,3.4161375179161215
1.1962084096238515e-12,2.613067195116035e-11,3.5750276350284995
0.0,0.0,3.7339177521408766
0.0,0.0,3.8928078692532546
0.0,0.0,4.051697986365633
9.014723006807818e-13,2.2587122515561958e-11,4.21058810347801
0.0,0.0,4.369478220590388
0.0,0.0,4.528368337702766
6.441454852006407e-13,2.1145693002530153e-11,4.687258454815144
