mean_a_r_py,mean_a_r_total_py,mean_r
1.2940043865246564e-13,5.746183904236738e-12,0.024216715598067515
9.365531459858752e-14,2.952806649557399e-12,0.07265014679420255
2.4920731852016705e-13,6.997444644165414e-12,0.12108357799033759
3.3529285822756227e-13,1.096720378520023e-11,0.1695170091864726
3.754981699625596e-13,1.3284514328186422e-11,0.21795044038260764
4.734707520308158e-13,1.4225817437814213e-11,0.26638387157874266
5.44150016562602e-13,1.67111322679575e-11,0.31481730277487774
6.530784281708016e-13,2.009647846455051e-11,0.3632507339710127
7.682113895580458e-13,2.2938974328706123e-11,0.4116841651671478
8.071927783364027e-13,2.2052753792489618e-11,0.46011759636328275
9.110141878394994e-13,2.438272903701177e-11,0.5085510275594178
9.638578950050875e-13,2.6970834171139848e-11,0.5569844587555528
1.0915868564619727e-12,3.066692791959825e-11,0.6054178899516879
1.0502759535934769e-12,3.170134750074414e-11,0.653851321147823
1.0671382077565998e-12,2.994127299517627e-11,0.7022847523439579
1.1628953101377242e-12,3.829800651437056e-11,0.7507181835400929
1.2080170290447688e-12,3.699466101431885e-11,0.7991516147362281
1.1491135188075532e-12,3.495498843246812e-11,0.8475850459323631
1.1532666091262114e-12,3.395010261553496e-11,0.896018477128498
1.1785292649715464e-12,3.5636382308814755e-11,0.9444519083246331
1.1435845923803495e-12,3.4072694081305995e-11,0.9928853395207682
1.1795405446571531e-12,3.80185156644377e-11,1.0413187707169032
0.0,0.0,1.0897522019130381
1.1349297076978976e-12,4.1091484884201204e-11,1.138185633109173
0.0,0.0,1.1866190643053083
0.0,0.0,1.2350524955014432
1.0387952674336891e-12,3.6139989108264265e-11,1.2834859266975784
1.0879538081295244e-12,4.224398434738721e-11,1.3319193578937134
1.0311058800603261e-12,4.11301520994667e-11,1.3803527890898484
0.0,0.0,1.4287862202859833
