mean_a_r_py,mean_a_r_total_py,mean_r
1.4870212181660191e-12,1.4185922463827421e-11,0.16885711948378582
3.704903399807399e-12,3.668917732873408e-11,0.5065713584513575
5.859317035328918e-12,5.409203636015419e-11,0.8442855974189292
6.9210195358678455e-12,6.547570461107296e-11,1.1819998363865007
6.88325477259605e-12,6.993668837033665e-11,1.5197140753540723
6.347892383004399e-12,6.991576258701388e-11,1.857428314321644
5.462143905885069e-12,6.674274409134357e-11,2.195142553289216
4.955452995601516e-12,6.427716627306043e-11,2.532856792256787
4.200920521070472e-12,5.788188688383502e-11,2.870571031224359
3.941192065448458e-12,5.6373308358017235e-11,3.20828527019193
3.5219612949181767e-12,5.109980061194969e-11,3.5459995091595022
2.9085623478954756e-12,4.454481834345071e-11,3.883713748127074
2.7396368185932123e-12,4.1033120008348815e-11,4.221427987094645
2.6885633772001796e-12,3.841674069486679e-11,4.559142226062217
2.5603910186726224e-12,3.693825879321998e-11,4.8968564650297886
2.503791555762228e-12,3.455433717348785e-11,5.23457070399736
2.3757362767997318e-12,3.140843969830801e-11,5.572284942964933
2.2578966853851096e-12,2.973864874463482e-11,5.909999181932504
2.162771682335916e-12,2.794095095153231e-11,6.247713420900075
1.7740850236967977e-12,2.6462824237137802e-11,6.585427659867647
1.9203047958770844e-12,2.5242787068207925e-11,6.923141898835219
1.7570523229524045e-12,2.3856279642457417e-11,7.26085613780279
1.7591617753985629e-12,2.2519168293581086e-11,7.598570376770361
1.831731913324771e-12,2.1773195045207345e-11,7.936284615737934
1.3881976759758237e-12,2.1229213020654753e-11,8.273998854705505
1.583606976115407e-12,1.9902034183262564e-11,8.611713093673076
1.3444489573483202e-12,1.8556846969391132e-11,8.94942733264065
1.1911985862151421e-12,1.8094794471227758e-11,9.28714157160822
1.3915950730252622e-12,1.7318058076606297e-11,9.624855810575792
1.2064872744324423e-12,1.6747777615667903e-11,9.962570049543363
