mean_a_r_py,mean_a_r_total_py,mean_r
3.0891069283911366e-12,1.633962519417758e-11,0.1887465286842018
8.28521018827908e-12,4.457741183002946e-11,0.5662395860526054
1.1900167545214252e-11,6.667302462064812e-11,0.9437326434210089
1.3160938265589967e-11,7.836111828968836e-11,1.3212257007894126
1.2586831023282247e-11,8.034952223222824e-11,1.6987187581578163
1.1161038197777333e-11,7.709553255594127e-11,2.0762118155262197
9.76233982920171e-12,7.227369842911644e-11,2.4537048728946234
8.600668591765864e-12,6.753654781711009e-11,2.831197930263027
7.611888697100384e-12,6.25700146128658e-11,3.2086909876314307
6.97808370725444e-12,5.85308355720623e-11,3.5861840449998343
6.367619712994468e-12,5.4443807453057725e-11,3.963677102368238
5.479076646690964e-12,4.9944786551987744e-11,4.341170159736642
4.9787399865513315e-12,4.6898424587618434e-11,4.718663217105044
4.482660641153309e-12,4.364208420050275e-11,5.096156274473449
4.1128584922818175e-12,4.118529223420881e-11,5.473649331841852
3.736174214990809e-12,3.8795411603739986e-11,5.851142389210256
3.5012967681791416e-12,3.696066381006123e-11,6.228635446578659
3.0742590894013277e-12,3.438818950553216e-11,6.606128503947064
3.0097883748759654e-12,3.250077315905443e-11,6.983621561315466
2.571494244480888e-12,3.018358459064223e-11,7.361114618683871
2.437903079961421e-12,2.965781756623889e-11,7.738607676052274
2.1278720472969235e-12,2.7429566240731185e-11,8.116100733420677
2.188097560721096e-12,2.5820620516817662e-11,8.493593790789081
2.0376580613435964e-12,2.610808300163278e-11,8.871086848157486
1.814811155070853e-12,2.4584505269739407e-11,9.248579905525888
1.6376593585034843e-12,2.33635115986357e-11,9.626072962894291
1.6901871703147495e-12,2.286162033614388e-11,10.003566020262696
1.46907349636127e-12,2.1517041985615622e-11,10.3810590776311
0.0,0.0,10.758552134999503
1.4490703060682e-12,2.034408222076525e-11,11.136045192367906
