mean_a_r_py,mean_a_r_total_py,mean_r
1.1707777175716472e-12,8.900197537149608e-12,0.08487846863992593
2.993719586726202e-12,2.2362272525482602e-11,0.2546354059197778
4.835791690110858e-12,3.6658018897982994e-11,0.42439234319962965
6.363700788965386e-12,4.849336075912426e-11,0.5941492804794815
7.434718961798617e-12,5.88835795993196e-11,0.7639062177593334
8.129240688091919e-12,6.638908663995925e-11,0.9336631550391852
8.439619287915549e-12,7.133639033881613e-11,1.1034200923190371
8.457412010761345e-12,7.235557324358563e-11,1.273177029598889
8.091299744784987e-12,7.283677745735019e-11,1.4429339668787409
7.658674434595454e-12,7.165231649640765e-11,1.6126909041585926
7.083921709170934e-12,7.022571007395074e-11,1.7824478414384446
6.386637197179936e-12,6.898831879848814e-11,1.9522047787182963
5.812619206497948e-12,6.580435074091993e-11,2.1219617159981485
5.19835741853569e-12,6.332855380842127e-11,2.291718653278
4.735410493032863e-12,5.978552149342215e-11,2.4614755905578516
4.2723759684257584e-12,5.759143291274247e-11,2.631232527837704
3.956828756033611e-12,5.541146428138162e-11,2.8009894651175555
3.5230190454249003e-12,5.231284195647258e-11,2.970746402397408
3.3126326665241946e-12,5.059478183189713e-11,3.1405033396772595
3.1490676834554813e-12,4.929482493414876e-11,3.310260276957111
2.7503868872255434e-12,4.6609733936261794e-11,3.4800172142369634
2.5842430696564973e-12,4.418097117486983e-11,3.649774151516815
2.662955000827575e-12,4.3245579888053086e-11,3.8195310887966665
0.0,0.0,3.989288026076519
1.973711368991501e-12,3.927525381240473e-11,4.15904496335637
2.077909923599076e-12,3.856660847916586e-11,4.328801900636222
1.9072235281447024e-12,3.749577465387454e-11,4.498558837916074
1.826102529246135e-12,3.572442245870157e-11,4.668315775195926
1.7845437486272866e-12,3.460899138656801e-11,4.838072712475778
1.6191130155294689e-12,3.341927014405198e-11,5.00782964975563
