mean_a_r_py,mean_a_r_total_py,mean_r
1.108205196793142e-12,1.8722404949843626e-11,0.13665570336119628
2.1840253727619486e-12,3.9332003683522186e-11,0.4099671100835889
2.419916103937567e-12,5.1634354535992487e-11,0.6832785168059814
2.2135669925122053e-12,5.331794987538583e-11,0.956589923528374
1.642969469926791e-12,5.1686183887196216e-11,1.2299013302507666
1.3126781751693097e-12,4.573928296938181e-11,1.5032127369731592
1.4684946732022845e-12,4.160433859566077e-11,1.7765241436955517
1.5511975795599506e-12,3.792023023819406e-11,2.0498355504179444
1.569579651405366e-12,3.5525379885638107e-11,2.323146957140337
1.641955937125807e-12,3.292030427397096e-11,2.5964583638627294
1.3939137675888828e-12,2.9695703861119134e-11,2.8697697705851217
1.5393158365033958e-12,2.772961235303981e-11,3.143081177307515
1.3424985408975855e-12,2.5494010384875586e-11,3.416392584029907
1.3907810746400963e-12,2.4094502930011637e-11,3.6897039907522995
1.213856144939658e-12,2.2411392313049284e-11,3.9630153974746927
1.093719477856196e-12,2.140563707447799e-11,4.236326804197085
1.1394421462926174e-12,2.0547349156992535e-11,4.509638210919477
9.531682985130749e-13,1.8423387105879997e-11,4.78294961764187
1.1266897698908818e-12,1.7902099132547897e-11,5.056261024364263
0.0,0.0,5.329572431086655
8.679775226932684e-13,1.582611217697426e-11,5.602883837809047
7.121656520370563e-13,1.497149578893275e-11,5.8761952445314405
6.495272340700611e-13,1.3784395443219354e-11,6.149506651253833
0.0,0.0,6.422818057976226
0.0,0.0,6.696129464698618
6.282175660774052e-13,1.2173423306502288e-11,6.9694408714210105
0.0,0.0,7.242752278143403
0.0,0.0,7.516063684865795
0.0,0.0,7.789375091588188
4.699927788757931e-13,1.0639485194776479e-11,8.062686498310581
