mean_a_r_py,mean_a_r_total_py,mean_r
3.951602819261688e-11,8.451703286846353e-11,0.17655430139908515
8.541968948142511e-11,1.864256776188319e-10,0.5296629041972555
1.1455790046934609e-10,2.6066163115222773e-10,0.8827715069954258
1.1626589322511434e-10,2.803841969374105e-10,1.235880109793596
1.0359009714194675e-10,2.681440605115573e-10,1.5889887125917663
8.801260712693874e-11,2.4416501997156716e-10,1.9420973153899368
7.474944770057975e-11,2.1989377007089428e-10,2.295205918188107
6.367124915251766e-11,1.9745534168503712e-10,2.6483145209862773
5.422951570194075e-11,1.7719039035927302e-10,3.0014231237844475
4.676440656079933e-11,1.6052910737974243e-10,3.354531726582618
4.000761331108533e-11,1.450650040255536e-10,3.707640329380788
3.4252316340329385e-11,1.3157632488138542e-10,4.060748932178958
2.992162446950172e-11,1.2079442995486462e-10,4.413857534977129
2.6005498198777112e-11,1.11000331881945e-10,4.766966137775299
2.295939803168109e-11,1.0274310976538649e-10,5.12007474057347
2.012250098326337e-11,9.506625273947021e-11,5.473183343371639
1.7669470516542514e-11,8.791156121023175e-11,5.82629194616981
1.6151897010024906e-11,8.369849587627135e-11,6.17940054896798
1.434249092433995e-11,7.771067499661222e-11,6.532509151766151
1.288329556506024e-11,7.285494298317695e-11,6.88561775456432
1.2026917506422998e-11,6.985206809901436e-11,7.238726357362491
1.0586410282299693e-11,6.530770775935822e-11,7.591834960160661
9.288441450384663e-12,6.039003677957096e-11,7.944943562958832
8.973844673245071e-12,5.892654994562545e-11,8.298052165757003
8.220273723377675e-12,5.564989828201266e-11,8.651160768555172
7.43869638600251e-12,5.2071231237964605e-11,9.004269371353342
7.0383499091933925e-12,5.111450280680676e-11,9.357377974151513
6.550146536259547e-12,4.888267715523544e-11,9.710486576949684
6.15714103872877e-12,4.692366006327162e-11,10.063595179747853
5.708376747222528e-12,4.4655321996891906e-11,10.416703782546023
