mean_a_r_py,mean_a_r_total_py,mean_r
3.5571963993072295e-13,4.065480569772917e-12,0.4444362556106212
1.077696803855146e-12,1.2475237206727305e-11,1.3333087668318637
1.6439724368476365e-12,1.9277360473452066e-11,2.2221812780531063
1.891360890189702e-12,2.3071544720253873e-11,3.1110537892743486
1.9717857090403433e-12,2.4297372073054728e-11,3.9999263004955914
1.96310013067682e-12,2.4059760903132374e-11,4.888798811716834
1.9836629552845554e-12,2.3088794585668285e-11,5.777671322938076
1.950685551547769e-12,2.1752889643308117e-11,6.666543834159318
1.9947998778996092e-12,2.0490824959691175e-11,7.555416345380561
2.047056377934138e-12,1.9170884052756297e-11,8.444288856601803
2.0279798029488285e-12,1.7859158561511974e-11,9.333161367823045
1.9831737275507876e-12,1.667910057798533e-11,10.22203387904429
1.856155911038818e-12,1.551059879518557e-11,11.11090639026553
1.7136872957103502e-12,1.4283445396276312e-11,11.999778901486774
1.5880227365672451e-12,1.3472046647477618e-11,12.888651412708015
1.467199912005855e-12,1.2604686546179094e-11,13.777523923929259
1.332948978061834e-12,1.1772273403209993e-11,14.6663964351505
1.1953623517277202e-12,1.1186849291864521e-11,15.555268946371744
1.0943944427763043e-12,1.0522031068174327e-11,16.444141457592984
1.0259675977960307e-12,9.559441756032654e-12,17.333013968814228
9.592042589665514e-13,9.462659550685737e-12,18.221886480035472
8.66189061473282e-13,9.063474029880384e-12,19.110758991256713
7.645374194375681e-13,8.386189523608903e-12,19.999631502477953
7.261090896147697e-13,7.8635066762669e-12,20.888504013699198
6.817040469652972e-13,7.64920901275017e-12,21.77737652492044
5.996501067717246e-13,7.1625105694925445e-12,22.666249036141682
6.038257667047438e-13,7.021487159252534e-12,23.555121547362923
0.0,0.0,24.443994058584167
4.914783756691357e-13,6.343968736230709e-12,25.33286656980541
0.0,0.0,26.22173908102665
