,bincenters,v_obs,v_bar,v_tot
0,0.20216659222054867,7.29189983833612e-15,33585.621097982155,37090.11960018736
1,0.606499776661646,7.86577919360519e-15,127085.20084964494,140881.32166955047
2,1.0108329611027433,8.671018716594671e-15,233521.91044803266,252994.1507163794
3,1.4151661455438407,8.437118339988896e-15,231874.76511196233,257014.50978241063
4,1.819499329984938,7.84591860703292e-15,224361.28173879188,253762.38630017452
5,2.2238325144260354,8.494642245586299e-15,215777.05455996274,248754.976003511
6,2.6281656988671327,8.365149260956064e-15,208289.83819544213,244280.30784725767
7,3.03249888330823,8.191087308740731e-15,201651.13360922245,240384.84919857487
8,3.4368320677493274,8.082205317603725e-15,195180.76282274074,236387.11231550155
9,3.8411652521904247,7.979898358571591e-15,189291.02951229343,232754.02032733572
10,4.245498436631522,7.698239485783559e-15,184163.2666649415,229692.52677048108
11,4.64983162107262,7.595144940690588e-15,179173.23184430934,226688.97794029428
12,5.054164805513716,7.423382424963262e-15,174844.7177718675,224305.41215949366
13,5.4584979899548145,7.218496095516007e-15,170757.84048137596,221800.20204615526
14,5.862831174395911,7.0504160482605244e-15,167197.32353382095,219764.64372269996
15,6.267164358837009,7.020548646551654e-15,163954.91646885616,218039.4731184211
16,6.671497543278106,6.89541102536584e-15,160919.90286574542,216564.34204753675
17,7.075830727719204,6.874222890847821e-15,158163.4482179925,215116.1125133067
18,7.4801639121603,6.869130827314779e-15,155643.3128097911,213985.5965407125
19,7.8844970966013985,6.934867821846805e-15,153235.10027704024,212890.72647222495
20,8.288830281042495,6.792773886253101e-15,150860.6155334814,211912.60475898712
21,8.693163465483593,6.749156496556156e-15,148657.3001917901,210841.25455893265
22,9.09749664992469,6.770113477298678e-15,146492.34117857332,209879.20235179263
23,9.501829834365788,6.666898861916433e-15,144432.73616417512,209030.84715593036
24,9.906163018806884,6.69415571804183e-15,142509.95235513168,208269.49599662953
25,10.310496203247983,6.5261784936165645e-15,140629.586620745,207534.97561344682
26,10.714829387689079,6.465997471097272e-15,138996.0173980109,207019.47511338993
27,11.119162572130177,6.499383716157048e-15,137497.36065804373,206591.63879864383
28,11.523495756571274,6.464466342066028e-15,136116.44285222638,206157.24109574486
29,11.927828941012372,6.572060008786057e-15,134867.4022218264,205799.61765521087
30,12.332162125453468,6.6968981976151125e-15,133611.01493697913,205429.0676285909
31,12.736495309894567,6.83064197580943e-15,132361.26655845574,204979.41417512347
32,13.140828494335663,6.729920021150574e-15,131048.00641181941,204599.71505798245
33,13.545161678776761,6.679431154529083e-15,129800.49995584086,204273.8690071087
34,13.949494863217858,6.662981945062231e-15,128657.5027047549,203954.60837721176
35,14.353828047658956,6.718350190153647e-15,127603.38625432577,203664.582757512
36,14.758161232100052,6.7132102715806856e-15,126607.78826288763,203417.81168015374
37,15.16249441654115,6.753364864856717e-15,125632.45629832361,203171.72098273714
38,15.566827600982247,6.83012170572561e-15,124611.81085837867,202893.1904815909
39,15.971160785423345,6.80975624791792e-15,123657.93222717593,202692.21993558793
40,16.375493969864443,6.8041815119117734e-15,122805.41262720659,202502.81556781754
41,16.779827154305536,6.880672587774749e-15,122043.2485887746,202322.65073768664
42,17.184160338746636,6.8470236018424635e-15,121245.32937835535,202182.59306078227
43,17.588493523187736,6.818244619054975e-15,120425.76633502483,201945.79242195887
44,17.99282670762883,6.7822466928391056e-15,119568.61600382612,201720.50349971472
45,18.39715989206993,6.820040774039017e-15,118754.97908316828,201574.75018622153
46,18.80149307651103,6.854647724192525e-15,118028.08492798341,201422.2833013306
47,19.205826260952122,6.84309335252988e-15,117217.89895587566,201327.35999277295
48,19.610159445393222,6.7725048476679625e-15,116427.88769819002,201168.25897255016
49,20.014492629834315,6.732700101852822e-15,115607.81720064214,201004.8583089165
50,20.418825814275415,6.730793534750376e-15,114803.89638915577,200863.3316709014
51,20.823158998716515,6.745869673966959e-15,113983.9548218938,200695.41844396773
52,21.227492183157608,6.68180266133192e-15,113143.14996258188,200521.2529420044
53,21.631825367598708,6.65755478947658e-15,112301.29389971448,200326.38120651635
54,22.036158552039808,6.6734877744905914e-15,111483.5688849376,200153.20051643497
55,22.4404917364809,6.60547077819628e-15,110680.54195102253,199982.97511564213
56,22.844824920922,6.560280311566375e-15,109883.32654220011,199806.20487299515
57,23.249158105363094,6.474788907813689e-15,109089.28231529907,199642.41436686664
