,bincenters,v_obs,v_bar,v_tot
0,0.20866136331772694,4.894350635897288e-15,71556.76781801964,76943.37698118908
1,0.6259840899531808,2.5044844565876698e-15,243924.146254019,257477.92085333582
2,1.0433068165886348,7.0973860157659885e-15,234238.81019477887,256905.78141651026
3,1.4606295432240886,7.129498215291572e-15,222603.4619014495,253168.11411792383
4,1.8779522698595426,7.457834524480877e-15,213658.7955164514,250598.73995898562
5,2.2952749964949963,7.462622518467945e-15,206915.7258490278,248786.6364055382
6,2.7125977231304503,7.799374309681137e-15,200789.7452036136,247497.5288192233
7,3.129920449765904,7.774303611775995e-15,195587.79758219916,246083.88696699968
8,3.5472431764013583,7.923168579782814e-15,190944.00995777696,245035.58588307883
9,3.964565903036812,7.865131383830552e-15,187219.08046504125,244457.42011293827
10,4.381888629672266,7.622948552015302e-15,183699.10376295453,243576.42258877546
11,4.799211356307719,7.619886754347955e-15,180644.53993359453,242844.75005804966
12,5.2165340829431734,7.732633768922441e-15,177698.0700538807,242249.45034930276
13,5.633856809578628,7.922680880217274e-15,175027.83158506895,241718.75717644367
14,6.0511795362140814,7.909021950034e-15,172660.91053727752,241233.71347697303
15,6.468502262849535,7.914232112821141e-15,170504.86278583028,240778.53191272018
16,6.8858249894849894,7.85137312171523e-15,168561.67924789528,240205.09571292414
17,7.303147716120443,7.877415818375262e-15,166723.76610578177,240015.46664414604
18,7.720470442755897,7.908870375748598e-15,164901.30578365768,239996.429266856
19,8.137793169391351,7.873712771937287e-15,163280.92030266373,239961.52308927986
20,8.555115896026805,7.871095678505103e-15,161622.16880027164,239579.06942827397
21,8.972438622662258,7.80470084371134e-15,160133.5962753893,239442.6431487812
22,9.389761349297713,7.846647239731398e-15,158812.4561045608,239328.6093194002
23,9.807084075933165,7.830659250949738e-15,157632.6698583859,239262.70999188666
24,10.22440680256862,7.851714547007177e-15,156658.77183560343,239299.48439716105
25,10.641729529204074,7.891804809729844e-15,155505.80700251402,239304.0153618091
26,11.059052255839529,7.823980017766864e-15,154488.8790269295,239278.56539063193
27,11.476374982474983,7.7076468282277e-15,153576.26903718914,239433.27968993149
28,11.893697709110436,7.930118035032424e-15,152655.8409304829,239400.5313934847
29,12.31102043574589,7.913250378328555e-15,151621.81454053347,239310.72415075728
30,12.728343162381343,7.90815747321433e-15,150489.6744625487,239173.8848970539
31,13.145665889016797,7.85035850367266e-15,149447.10015875788,239096.98432064813
