,bincenters,v_obs,v_bar,v_tot
0,0.3441757221446964,2.067182626877866e-15,210474.45643823355,216719.77635434348
1,1.0325271664340891,4.9216787475637855e-15,187971.51948612928,206521.18956366347
2,1.720878610723482,6.119617492242798e-15,184012.6631854623,215913.0112845667
3,2.4092300550128747,6.960874699316842e-15,183545.03759352473,226561.03336227976
4,3.0975814993022674,7.53188711843945e-15,182509.30810283727,234405.87045958446
5,3.78593294359166,7.53388493331714e-15,180299.92402844265,239836.89071451296
6,4.4742843878810525,7.742507142025076e-15,177521.36377596614,243320.88089532804
7,5.162635832170446,7.813660589118733e-15,174767.27910377455,245987.39452239053
8,5.850987276459838,7.942318712949957e-15,171968.1861360043,247843.405975478
9,6.539338720749232,8.074996479626916e-15,169455.82700982416,249628.66380149632
10,7.227690165038624,8.270506197819905e-15,166909.71168229726,250588.12997852036
11,7.916041609328017,8.358244674491984e-15,164426.48700100515,251159.71959620048
12,8.60439305361741,8.34918279686313e-15,161853.25242079236,251744.70791281562
13,9.292744497906803,8.365591549268948e-15,159358.4911189764,251916.716328829
14,9.981095942196195,8.366049089273375e-15,157022.25770896135,252214.48945340715
15,10.669447386485588,8.363049564623749e-15,154887.4526611952,252332.6720417424
16,11.35779883077498,8.35728613180118e-15,152943.1917625771,252536.1509653272
17,12.046150275064374,8.393535914789695e-15,151160.20463792764,252602.70657207703
18,12.734501719353766,8.3058774177983e-15,149258.87757146027,252487.7658351277
19,13.42285316364316,8.33404889967563e-15,147429.12181027175,252251.5116379645
20,14.111204607932551,8.404395517445342e-15,146000.68177075885,252261.29808582694
21,14.799556052221945,8.483135861280305e-15,144519.05018039932,252178.71303385712
22,15.487907496511337,8.418810928909124e-15,143067.20285540694,252043.88394190135
23,16.17625894080073,8.337257665469377e-15,141558.65894338494,251726.02038970529
24,16.864610385090124,8.306807263059627e-15,140068.1836207102,251439.5725048647
25,17.552961829379512,8.283662959310271e-15,138648.41737154766,251074.9668098633
26,18.241313273668908,8.247050891892831e-15,137556.9617824952,250876.08476287292
