,bincenters,v_obs,v_bar,v_tot
0,0.13086668945405341,3.71829257763344e-16,13173.003520098564,13173.003520098564
1,0.3926000683621602,6.254796830154299e-16,38785.64164464426,40220.60663478298
2,0.6543334472702671,1.2727268784726853e-15,57550.65303411569,62030.28765039882
3,0.9160668261783739,1.5847590802011019e-15,71739.70518369853,77986.52256755819
4,1.1778002050864806,1.819842725240232e-15,83707.21065891038,92193.37243003864
5,1.4395335839945875,2.277052773446555e-15,92261.67377948014,103009.08679783679
6,1.7012669629026944,2.661590956599058e-15,98756.72899056069,111642.2382365036
7,1.963000341810801,3.0649961362708926e-15,103963.64154900698,119168.25052254788
8,2.224733720718908,3.5527049258106467e-15,108258.22484212914,126169.51477864858
9,2.486467099627015,4.075569936550005e-15,111394.75602200285,131394.3024662825
10,2.7482004785351215,4.260137040925396e-15,113881.19623256178,136445.35442608705
11,3.0099338574432286,4.26352137890617e-15,115626.74431041091,140595.48912585163
12,3.2716672363513353,4.50322221423084e-15,117107.49838379533,143916.95595531826
13,3.533400615259442,4.492049689687122e-15,118294.91586330932,146998.4757967335
14,3.795133994167549,4.629730576823375e-15,119256.2378948819,149777.32550539405
15,4.056867373075656,4.87989908334735e-15,119806.82929261959,151885.4183634052
16,4.318600751983762,4.995034003866036e-15,120092.82880895949,154000.78698155525
17,4.5803341308918695,4.980807266501369e-15,120378.1057286115,156031.3034637222
18,4.842067509799977,4.991750365369554e-15,120306.52796801033,157702.85076988715
19,5.103800888708083,5.106711678042007e-15,120060.41945959853,159085.00558121977
20,5.36553426761619,5.1553264303167505e-15,119693.34204256548,160194.62509788977
21,5.627267646524297,5.190003479386454e-15,119212.52411544038,161278.90640744468
22,5.889001025432403,5.0985910516102376e-15,118719.75164681324,162236.25702022776
23,6.15073440434051,5.118415413487473e-15,118143.53142274824,162989.86661132966
24,6.412467783248617,5.170768124717848e-15,117533.63895827845,163789.65059183486
25,6.674201162156724,5.232321444068893e-15,116863.45325105934,164430.66534897944
26,6.935934541064832,5.261144050413476e-15,116142.39285560134,165068.72774189973
27,7.197667919972938,5.33626196477601e-15,115460.8324551625,165705.6279849111
28,7.459401298881044,5.405914470537303e-15,114970.4696952678,166352.36498390947
29,7.721134677789152,5.435615239160865e-15,114412.66323634476,166796.69747190684
30,7.982868056697258,5.490232469901501e-15,113877.58736280538,167211.43086946334
31,8.244601435605365,5.51052933103673e-15,113290.95972907337,167615.07305532036
32,8.506334814513473,5.584440427562329e-15,112830.85799405574,168032.20107385496
33,8.768068193421579,5.6516301759977645e-15,112264.58047952731,168392.0174803289
34,9.029801572329685,5.661077701745474e-15,111649.57075006109,168652.43435569422
35,9.291534951237793,5.743812523654571e-15,111049.35396939394,168863.78189227934
36,9.5532683301459,5.7971328005148894e-15,110485.4228158941,169053.72727389858
37,9.815001709054005,5.842061783809709e-15,109873.81394146413,169184.52771050963
38,10.076735087962113,5.851380346603039e-15,109224.6936825076,169234.777432851
39,10.33846846687022,5.9440720009775485e-15,108550.69702988226,169314.4961282525
40,10.600201845778326,5.909945518418011e-15,107820.34543272648,169358.87734036022
41,10.861935224686434,5.863776532683079e-15,107063.84175700307,169330.46139324355
42,11.12366860359454,5.816342967822534e-15,106301.06996941156,169327.49704004396
43,11.385401982502646,5.7720398878176296e-15,105581.10665945975,169316.82371007846
44,11.647135361410754,5.740473925738554e-15,104888.36149186172,169263.97658923536
45,11.90886874031886,5.766252254493534e-15,104193.21005705268,169211.03930345012
46,12.170602119226967,5.755408829190528e-15,103497.88052052443,168983.74751772563
47,12.432335498135075,5.762493686169069e-15,102818.32371707076,168890.0854331289
48,12.69406887704318,5.787881740027971e-15,102150.8743927332,168742.53656458674
49,12.955802255951287,5.811142763553339e-15,101492.72263144917,168591.4038325212
50,13.217535634859395,5.837950037492411e-15,100848.88344726374,168409.024495185
51,13.479269013767503,5.849536345159162e-15,100208.54978972502,168180.1038677454
52,13.741002392675608,5.82062889650354e-15,99552.13978709506,167998.1832914235
53,14.002735771583716,5.849633380194257e-15,98889.47685215143,167842.66777641766
54,14.264469150491824,5.830626258763489e-15,98218.75678054706,167655.2963124148
55,14.526202529399928,5.774000137527387e-15,97541.61132502534,167367.68558106813
56,14.787935908308036,5.781765461376787e-15,96850.07756346664,167035.23916822294
57,15.049669287216144,5.8098056955876694e-15,96150.8065457587,166697.00033874577
58,15.311402666124248,5.810059202500924e-15,95450.45758756471,166426.9158888787
59,15.573136045032356,5.7993005297176494e-15,94763.82000736803,166123.9868437313
60,15.834869423940464,5.824911910935259e-15,94072.81767834678,165809.4315749118
61,16.096602802848572,5.769502411735593e-15,93382.56891622228,165441.74674331353
62,16.358336181756677,5.782045229965519e-15,92700.94229720061,165064.78072507243
63,16.62006956066478,5.737019085348486e-15,92029.72343506083,164704.51977017726
64,16.881802939572893,5.686522217213489e-15,91367.51758830712,164342.7098747852
65,17.143536318480997,5.540316151552724e-15,90714.48711561179,164051.93415582666
66,17.4052696973891,5.445291525890037e-15,90069.98569502594,163708.19539347256
67,17.667003076297213,5.407110309503897e-15,89436.37445824263,163407.5512971055
68,17.928736455205318,0.0,0.0,0.0
69,18.190469834113422,0.0,0.0,0.0
70,18.452203213021534,0.0,0.0,0.0
71,18.713936591929638,0.0,0.0,0.0
72,18.975669970837743,0.0,0.0,0.0
73,19.237403349745854,0.0,0.0,0.0
74,19.49913672865396,0.0,0.0,0.0
75,19.760870107562063,0.0,0.0,0.0
76,20.022603486470175,0.0,0.0,0.0
77,20.28433686537828,0.0,0.0,0.0
78,20.546070244286383,0.0,0.0,0.0
79,20.807803623194495,0.0,0.0,0.0
80,21.0695370021026,0.0,0.0,0.0
81,21.331270381010704,0.0,0.0,0.0
