,bincenters,v_obs,v_bar,v_tot
82,21.593003759918815,0.0,0.0,0.0
83,21.85473713882692,0.0,0.0,0.0
84,22.116470517735024,0.0,0.0,0.0
85,22.378203896643136,0.0,0.0,0.0
86,22.63993727555124,0.0,0.0,0.0
87,22.901670654459345,0.0,0.0,0.0
88,23.163404033367456,0.0,0.0,0.0
89,23.42513741227556,0.0,0.0,0.0
90,23.686870791183665,0.0,0.0,0.0
91,23.948604170091777,0.0,0.0,0.0
92,24.21033754899988,0.0,0.0,0.0
93,24.472070927907986,0.0,0.0,0.0
94,24.733804306816097,0.0,0.0,0.0
95,24.9955376857242,0.0,0.0,0.0
96,25.257271064632306,0.0,0.0,0.0
97,25.519004443540418,0.0,0.0,0.0
98,25.780737822448522,0.0,0.0,0.0
99,26.04247120135663,0.0,0.0,0.0
100,26.304204580264738,0.0,0.0,0.0
101,26.565937959172842,0.0,0.0,0.0
102,26.82767133808095,0.0,0.0,0.0
103,27.08940471698906,0.0,0.0,0.0
104,27.351138095897163,0.0,0.0,0.0
105,27.61287147480527,0.0,0.0,0.0
106,27.87460485371338,0.0,0.0,0.0
107,28.136338232621483,0.0,0.0,0.0
108,28.39807161152959,0.0,0.0,0.0
109,28.6598049904377,0.0,0.0,0.0
110,28.921538369345804,0.0,0.0,0.0
111,29.18327174825391,0.0,0.0,0.0
112,29.44500512716202,0.0,0.0,0.0
113,29.706738506070124,0.0,0.0,0.0
114,29.968471884978232,0.0,0.0,0.0
115,30.23020526388634,0.0,0.0,0.0
116,30.491938642794445,0.0,0.0,0.0
117,30.753672021702553,0.0,0.0,0.0
118,31.01540540061066,0.0,0.0,0.0
119,31.277138779518765,0.0,0.0,0.0
120,31.538872158426873,0.0,0.0,0.0
121,31.80060553733498,0.0,0.0,0.0
122,32.062338916243085,0.0,0.0,0.0
123,32.3240722951512,0.0,0.0,0.0
124,32.5858056740593,0.0,0.0,0.0
125,32.847539052967406,0.0,0.0,0.0
126,33.10927243187551,0.0,0.0,0.0
127,33.37100581078362,0.0,0.0,0.0
128,33.632739189691726,0.0,0.0,0.0
129,33.89447256859984,0.0,0.0,0.0
130,34.15620594750794,0.0,0.0,0.0
131,34.41793932641605,0.0,0.0,0.0
132,34.67967270532415,0.0,0.0,0.0
133,34.94140608423226,0.0,0.0,0.0
134,35.20313946314037,0.0,0.0,0.0
135,35.46487284204848,0.0,0.0,0.0
136,35.72660622095658,0.0,0.0,0.0
137,35.98833959986469,0.0,0.0,0.0
138,36.25007297877279,0.0,0.0,0.0
139,36.5118063576809,0.0,0.0,0.0
140,36.77353973658901,0.0,0.0,0.0
141,37.03527311549712,0.0,0.0,0.0
142,37.297006494405224,0.0,0.0,0.0
143,37.55873987331333,0.0,0.0,0.0
144,37.82047325222143,0.0,0.0,0.0
145,38.082206631129544,0.0,0.0,0.0
146,38.34394001003765,0.0,0.0,0.0
147,38.60567338894576,0.0,0.0,0.0
148,38.867406767853865,0.0,0.0,0.0
149,39.12914014676197,0.0,0.0,0.0
